"P0","dD","D","H","fc","Ac","Wf","Ws","Wss","GPP","Rm1","Rm2","NPP","turnover","dWs","dWfr"
7.49554772192574,3.61065392785234,0.04,4.2375677628595,0.85434833928619,0.377501266657307,0.151000506662923,1.06501694023107,1.04242323817797,2.5728851656008,0.0354423900980509,0.270079506217303,1.13368163464272,0.42518563718244,0.547381112549485,0.161114884910798
7.08599881624794,3.38755026387756,0.0472213078557047,4.86692916274892,0.831180467338634,0.511840683012919,0.204736273205168,1.70471163286376,1.65612729233048,3.2978773047212,0.0563083279392362,0.366191298254763,1.4376888392636,0.576494242972445,0.6900087497602,0.171185846530957
6.35441155201201,2.79790820356479,0.0539964083834598,5.42489641651488,0.810223604848407,0.652376170769326,0.26095046830773,2.48451185764506,2.39503196394162,3.76939842353647,0.081431086774015,0.466736007615206,1.61061566457362,0.734781581813872,0.720285077549637,0.155549005210115
5.77593157999703,2.29241120672,0.0595922247905894,5.86323566020654,0.793461877219925,0.778159664033028,0.311263865613211,3.27066773057914,3.1311475990825,4.08685633908433,0.106459018368805,0.55672655003579,1.71183538533987,0.876453516331937,0.699108609666685,0.136273259341245
8.33987285919221,4.85691339032518,0.0641770472040294,6.20788347303686,0.78008538218186,0.887288909826318,0.354915563930527,4.01626994991319,3.82203333893048,6.72857502874762,0.129949133523636,0.634801977646141,2.98191195878892,0.999367508962274,1.67951212075214,0.303032329074508
5.72975308173827,2.33118006371596,0.0738908739846797,6.89719483287688,0.752766017984117,1.13502404877275,0.454009619509099,5.91526190246491,5.55369363714836,5.91343171974879,0.188825583663044,0.812041605453975,2.45628226531588,1.2783955075651,1.01922771023309,0.158659047517701
6.2657770763125,2.90848200486772,0.0785532341121116,7.20929498679816,0.740128351902204,1.26124260254576,0.504497041018302,6.98780558177195,6.51589619635768,7.1857513935746,0.221540470676161,0.902343407565335,3.03093375766655,1.42055745760417,1.40526579674485,0.205110503317538
6.99889959249982,3.7141526111863,0.0843701981218471,7.58253873483704,0.724776132892248,1.42477233009401,0.569908932037605,8.47837560281049,7.83615410675804,9.06721370301643,0.266429239629773,1.01933911584246,3.8907226737721,1.6047435717901,2.01345046738777,0.272528634594234
5.35906670175618,2.00948647245774,0.0917985033442197,8.03433914797226,0.705818235423524,1.64258376793897,0.657033507175587,10.6350916943143,9.71469990449124,8.00415159891184,0.330299796752702,1.17517013093425,3.24934083561244,1.85006803336284,1.24515927139619,0.154113530853421
6.7339708545309,3.50841693125576,0.0958174762891352,8.26769531337178,0.695853875376714,1.764293999459,0.705717599783598,11.9232265565485,10.8202700920997,10.8029111869906,0.36788918313139,1.26224649897294,4.58638775244311,1.98715218886434,2.3243704214175,0.274865142161265
5.20657779130872,1.86859022630884,0.102834310151647,8.65736875115767,0.678931864527832,1.98273978469815,0.79309591387926,14.3807610876729,12.8983239604302,9.38678128610371,0.438543014654628,1.41853135156444,3.76485345994232,2.23319112592318,1.38029995740751,0.151362376611625
7.7135752048239,4.6541230076348,0.106571490604264,8.85605742826326,0.670158759766913,2.10195410960806,0.840781643843226,15.7994650177428,14.0805583698836,14.7427182085259,0.478738984576041,1.50382204817799,6.38007858788593,2.36746410240066,3.62953443806943,0.383080047415842
5.00211904801865,1.65965683079547,0.115879736619534,9.32559398076352,0.649003917894614,2.40672111599011,0.962688446396043,19.6703179117587,17.2469691749055,10.9465788109412,0.586396951946786,1.72186455522396,4.31915865188523,2.71072799379938,1.46693381851576,0.141496839570078
6.00248775076181,2.79965176697874,0.119199050281125,9.48466121777122,0.641693060378643,2.51788786024386,1.00715514409754,21.1683637820799,18.4506874667532,13.7425169930029,0.627323373869608,1.80139769073286,5.6568979642002,2.83593685311676,2.57960784223324,0.241353268850204
6.55514448244711,3.45092930924139,0.124798353815082,9.74349770320583,0.629628452448352,2.70810506612105,1.08324202644842,23.8370483601978,20.5671992672918,16.1415930625443,0.699284775087922,1.93748668850564,6.75241079947536,3.05018149552581,3.39956982159194,0.302659482357608
