sitename,date,step,ppfd,vpd,tc,co2,patm,gpp_obs,fapar,LAI,gpp_pmod,gammastar_pmod,kmm_pmod,ci_pmod,vcmax_pmod,jmax_pmod,vcmax25_pmod,rd_pmod,kv_Lloyd,Icsun,Icshade,sEa,kb,Vmax25_canopy,Vmax25_sun,Vmax25_shade,Vmax_sun,Vmax_shade,Av_sun,Av_shade,Jmax25_sun,Jmax25_shade,Jmax_sun,Jmax_shade,J_sun,J_shade,Aj_sun,Aj_shade,Acanopy_sun,Acanopy_shade,gpp_canopy
BE-Vie,2014-08-01,2014-08-01T05:00:00Z,21,339,15.7,383.041,95100,0.793993,0.751915851278072,2.66790270805359,0.9474590258021051,2.48753457496667,30.81184282392127,29.38028418960197,55.41284432116128,140.07211835178015,246.3115675345171,2.980958726698051,0.15011189306758566,10.73269916985846,7.6238214436656655,0.22172160675455896,2.273663500357284,610.1914173008466,105.50518996424351,504.6862273366031,45.43265371577412,217.32802537463067,20.298484890428316,97.09821633865782,202.12851154135936,856.7854128320291,114.0852620196005,483.58634599410686,3.9766746194485814,2.924609661661983,0.7782172532383589,0.5723328950681285,0.7782172532383589,0.5723328950681285,-6.602357711247224
BE-Vie,2014-08-01,2014-08-01T05:30:00Z,82,317.09999999999997,15.5,386.249,95100,3.74801,0.751915851278072,2.66790270805359,3.676100224655721,2.4605330937218266,30.284617507019746,29.80285129839373,54.311860339903014,138.61242276079156,251.0949430249213,3.038849003853612,0.14852874284947398,50.699622027684484,21.948971140609046,0.3039684862859856,1.6705138075555441,622.5216749571991,144.00781355961868,478.51386139758046,60.86284949421534,202.23706205413396,27.69514893534612,92.02634448405864,265.27281423777464,813.862732692032,147.8348806301162,453.56061186496675,16.946742514659498,8.2977615126358,3.3360523517936205,1.6334565055735992,3.3360523517936205,1.6334565055735992,-3.137844629379787
BE-Vie,2014-08-01,2014-08-01T06:00:00Z,199,361.4,15.9,385.941,95000,8.23385,0.751915851278072,2.66790270805359,8.55454675970407,2.5121500154356315,31.33071809952976,29.391902138269764,56.53275153963009,141.5475018389422,241.62048754618485,2.9241854457318697,0.1517395669951787,134.50874540262194,41.49655759309658,0.38723135157482547,1.324060625239907,598.0954318304831,170.57384828714842,427.5215835433347,74.8382340165577,187.5724833415511,33.128234120956016,83.03169127979707,308.8411111909234,730.2353970110689,176.5416693927753,417.4216817861874,38.600922842511324,15.33960859462051,7.537025966869245,2.9951363797949986,7.537025966869245,2.9951363797949986,2.7307200771452935
BE-Vie,2014-08-01,2014-08-01T07:00:00Z,447,591.2,17.8,377.422,95000,13.428,0.751915851278072,2.66790270805359,16.462722019461946,2.784119631629097,36.921098847464265,27.353133068978106,68.16538837033465,156.42746000102943,201.35426835646444,2.4368679450305972,0.16972644076782228,319.2900353468597,63.57264128387607,0.5535239797493812,0.9511340493589501,494.07895525809636,185.18814166728262,308.89081359081376,96.91188356497088,161.64744832736093,37.04485138993107,61.79021065908891,332.8085523343435,535.6809342889345,214.4248269058982,345.13323292335815,73.56806598092398,22.664543330195922,13.725846415242065,4.2286015905669325,13.725846415242065,4.2286015905669325,11.45312141609288
BE-Vie,2014-08-01,2014-08-01T07:30:00Z,652,643.1,18.6,378.123,95000,16.1756,0.751915851278072,2.66790270805359,20.895729041355647,2.9061010098938707,39.56697825176787,27.165969121282625,73.52999645545376,163.780109189169,186.26573174102606,2.2542605857940434,0.1787251489128815,466.149078582064,79.9283623159381,0.6346512976924616,0.8433171572238016,455.0626022959973,186.57940415232406,268.48319814367323,105.09011320384221,151.22210200228452,38.20410136965879,54.97476725543135,335.09022280981145,469.4124449556241,226.94530380968274,317.9172135767277,93.14182212134895,27.71426999486556,17.12957573247812,5.096890697810198,17.12957573247812,5.096890697810198,16.212318508789917
BE-Vie,2014-08-01,2014-08-01T08:00:00Z,828,689.9,19.2,380.943,95000,17.9103,0.751915851278072,2.66790270805359,23.644121513448017,3.0006195153302997,41.67628076788429,27.15886415963785,77.81979830775006,169.41276440665771,175.8144966267363,2.1277756592818156,0.18626305275047061,588.220379806686,89.56416766941595,0.7128509353006104,0.7645339902316225,427.96257065249705,187.97022716054337,239.99234349195368,111.84670480162848,142.80108718637553,39.253495581398106,50.11718364730601,337.37117254329115,422.68744332680404,237.16393830809568,297.13925459917994,106.82971859725302,30.434511623118226,19.457256076256968,5.54313999870498,19.457256076256968,5.54313999870498,19.32369763143348
BE-Vie,2014-08-01,2014-08-01T08:30:00Z,1001,762.3000000000001,19.8,380.746,95000,19.3575,0.751915851278072,2.66790270805359,25.622693620471438,3.0978059860538814,43.899020607044775,26.84114684036547,82.39107626862369,174.9292414199513,166.1305929603425,2.0105772774445745,0.19464577018321214,704.2867623407276,97.59502272365967,0.786563641955112,0.7062841020833198,402.75244209113475,186.532335927729,216.22010616340575,117.22669932448679,135.88405059671078,39.34615339094854,45.60833606141458,335.0130309214756,383.7009741079854,244.4090626626946,279.92939607915383,117.80638012598853,32.54901373973357,21.1667029294644,5.848200273526691,21.1667029294644,5.848200273526691,21.6508786397457
BE-Vie,2014-08-01,2014-08-01T09:00:00Z,1134,868.4,20.5,380.098,95000,20.3437,0.751915851278072,2.66790270805359,26.9125821985891,3.2146464451523507,46.64370775705813,26.389766464220127,88.06430686595593,181.359356446819,155.65161253204087,1.8837565663130664,0.2055757448498032,789.5935448142826,101.65124942511818,0.8538014977519216,0.6633200885532072,375.35990670834343,181.06840751571636,194.29149919262707,121.25148971101108,130.1062622602838,38.475751790604896,41.28556494490168,326.0521883257748,347.7380586759084,248.34772929569232,264.8654428767937,124.76412492342288,33.44069998140776,22.025490873610647,5.903522608760516,22.025490873610647,5.903522608760516,22.903334237790798
BE-Vie,2014-08-01,2014-08-01T09:30:00Z,1031,895.5999999999999,21,377.257,95000,19.7485,0.751915851278072,2.66790270805359,26.346988307138123,3.300436350865938,48.709416977154774,26.12018485152785,92.22003973373508,186.67135202276776,148.45614423853243,1.7966742006048166,0.21396966692153635,711.0483179604654,86.58569019298488,0.912061395259775,0.6322973165092046,356.5606372309306,177.22309558412226,179.33754164680832,124.15911695551254,125.64045749483603,37.863088319989586,38.314832251870826,319.7458767579605,323.21356830076564,251.12680860465815,253.8503161575928,120.12308796070391,28.963102325166528,20.9435365278488,5.04973524910867,20.9435365278488,5.04973524910867,21.199919811673862
BE-Vie,2014-08-01,2014-08-01T10:00:00Z,725,903.5999999999999,20.7,377.631,95000,16.9839,0.751915851278072,2.66790270805359,22.524061688376204,3.2487264534198212,47.45919437601607,26.099240651723274,89.75506775228047,183.19090873953613,152.80962725460847,1.8493617512472973,0.20895033276205657,496.20163065292377,58.08855925760338,0.95835291097409,0.6110633117251945,367.9065222993174,186.4297357644836,181.47678653483376,127.11978723714803,123.74254781937147,39.48904706920919,38.439926635395295,334.84476665375314,326.7219299171274,258.19513227682916,251.93170183222296,102.32677569919385,20.314256164172892,17.932949524314623,3.5601095405078778,17.932949524314623,3.5601095405078778,16.559141840499105
BE-Vie,2014-08-01,2014-08-01T10:30:00Z,556,989,20.9,375.192,95000,15.1625,0.751915851278072,2.66790270805359,19.234713347605066,3.2831206621081863,48.28903536293553,25.637889625788773,91.56867850088676,184.49038795086415,150.18137960211456,1.8175536723411878,0.21263171953025492,378.607856819206,43.25785860868518,0.989492921799833,0.5982667190382428,360.93709704534433,185.219742602051,175.71735444329332,128.59619929222038,121.99878702801551,38.8862153433743,36.89122330296484,332.8603778673637,317.27646128700104,259.8309258629573,247.66611520093187,87.99701845899342,15.48396354625376,15.270968033553004,2.6870809544272136,15.270968033553004,2.6870809544272136,13.108992623508414
BE-Vie,2014-08-01,2014-08-01T11:00:00Z,890,1001.2,21.1,374.159,95000,18.7368,0.751915851278072,2.66790270805359,24.68560798793949,3.317831502687888,49.13348159133176,25.538583341189927,93.26992108180103,186.62171883705452,147.37654532672386,1.7836084732023123,0.21614394958929306,604.7500662405773,68.41765868394168,1.002783011531462,0.5931399391366506,353.5968298972407,182.42182743060067,171.17500246664002,128.95847097665057,121.00781413298883,38.37518332504013,36.00924402985999,328.2717969861851,309.82700404528964,259.4055565188118,244.83018994259447,113.44172268867196,23.454807756471578,19.586786438171014,4.0496944121269145,19.586786438171014,4.0496944121269145,18.87798697453415
BE-Vie,2014-08-01,2014-08-01T11:30:00Z,1420,1156.6000000000001,21.9,374.797,94900,20.6873,0.751915851278072,2.66790270805359,27.993240608238793,3.4562483440422698,52.637099616631744,25.094887778009035,100.55947522648232,194.20496107256787,137.02531696197525,1.6583338674060681,0.23186215263785903,965.8416774960755,109.67171855689423,0.9968992813517823,0.5953857956279793,326.2833868795321,168.30022439901327,157.98316248051881,127.84401415492533,120.00697998188605,35.58857323491126,33.406939104792976,305.1123680143818,288.19238646805087,253.1635912159795,239.1244248607981,136.48433154858225,35.063418095909064,23.06760836623738,5.926168868183704,23.06760836623738,5.926168868183704,24.569503818711453
BE-Vie,2014-08-01,2014-08-01T12:00:00Z,1491,1281.4,22.5,374.613,94900,19.7027,0.751915851278072,2.66790270805359,28.097513347445364,3.5661226853695336,55.449227648161575,24.755650404102703,106.35242377825182,200.04384506147136,129.82670031715682,1.5712133991214499,0.24516442796035007,1018.1661937895477,117.78735208501269,0.9724369832433137,0.6051357473843895,307.17391343226865,157.25052886622984,149.9233845660388,126.03577830687793,120.16309640685729,33.29770810505338,31.746189557481987,286.99086734061694,274.9743506883036,246.96249097547036,236.62199159720487,136.8772111397083,37.111621174700964,22.738749210570425,6.165174170796732,22.738749210570425,6.165174170796732,24.712078898920954
BE-Vie,2014-08-01,2014-08-01T12:30:00Z,851,1265.9,22.3,375.429,94900,16.6789,0.751915851278072,2.66790270805359,24.32769116751457,3.529165030182929,54.495464689232385,24.837317329080385,104.35313013553312,197.66048134734385,132.10370957458105,1.5985186097515502,0.2404893779848568,585.0411790344438,69.98182952793923,0.9316560877611437,0.6229684169035887,313.2632533395493,157.61189521659765,155.65135812295165,124.08879601451345,122.54525333229395,33.32926057545443,32.91467732606088,287.58350815522016,284.3682273216407,244.48950023338065,241.7560249755174,108.27233426085634,23.894437221626834,18.08305816792134,3.9907193385839306,18.08305816792134,3.9907193385839306,17.80908537867505
BE-Vie,2014-08-01,2014-08-01T14:00:00Z,1049,1498.4,23.1,375.256,94800,16.244,0.751915851278072,2.66790270805359,26.452919835502975,3.675146798874743,58.38503724540344,24.239966765290443,112.2153460103984,204.56720093337557,122.75152090103751,1.4846501989809477,0.2594046145543183,742.7399185731405,108.59495295676709,0.74201762883823,0.7398896006562761,288.459507713866,130.92068901479996,157.53881869906604,110.69336567295116,133.19897868830444,27.550850542122028,33.15234957302871,243.80992998427192,287.46366266646834,217.55630571908006,256.5093738480097,112.45592088965866,35.186107652855306,18.30180996196427,5.726416630349192,18.30180996196427,5.726416630349192,20.06732430593989
BE-Vie,2014-08-01,2014-08-01T16:30:00Z,572,1573.5,23.6,376.559,94800,12.8079,0.751915851278072,2.66790270805359,19.311025471133156,3.7714913465612585,60.97451051563398,24.170309349097636,116.99928616352918,209.29281631548406,116.86606988685067,1.4123531068393693,0.27163476948398374,369.13867236304395,138.17154386779475,0.3355820377741286,1.5182856402912912,273.0285474691843,71.17782122438993,201.85072624479434,62.911384680274146,178.40822419593258,15.072178065785524,42.742669504853815,145.83162680799947,360.13519104146275,134.10792561100155,331.1831902806629,63.35482083704883,44.87450426209464,10.18786900235495,7.216113390071976,10.18786900235495,7.216113390071976,13.63596171396227
BE-Vie,2014-08-01,2014-08-01T17:00:00Z,810,1661.4,24.2,376.252,94700,14.3336,0.751915851278072,2.66790270805359,23.734159053833082,3.8858942436598523,64.20530766438493,23.968375877128633,123.44041583440082,215.89254149468064,110.78253998206262,1.3386211473413403,0.28901728137425836,453.9129720029746,259.3150413532853,0.25267669766701484,2.0000275564756835,256.6802737341928,52.354918453279446,204.32535528091333,48.79574374722399,190.43497672993558,11.113742652406074,43.37356418537731,114.96206626337829,364.19358266069787,109.59685871541151,347.1968965178472,60.839906363864834,74.79695504264015,9.62358203398919,11.831290936584589,9.62358203398919,11.831290936584589,17.883561986524015
BE-Vie,2014-08-01,2014-08-01T20:00:00Z,16,1396.6,22.9,375.95,94700,0.40139,0.751915851278072,2.66790270805359,0.6690024280386929,3.6333759216710453,57.353473952753205,24.489962463423478,109.08037563859124,201.40044331110713,123.44776705634014,1.4902483309939802,0.251690283117899,21.071641774414616,0,-0.18630369443767975,30,291.1689710898038,4.102026046460975,287.0669450433428,3.40710086423814,238.43486742245403,0.8682491491451705,60.76159145713436,35.827322716196,499.8897898710822,31.585611302212488,440.70623757981787,6.2469817475967915,0,1.025694237326551,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T20:30:00Z,2,1344,22.6,376.121,94700,0,0.751915851278072,2.66790270805359,0.08409733139217217,3.5771727067603103,55.8794517584739,24.619256294131045,106.02585299356745,198.1752392582533,126.6909516802071,1.5291585058584336,0.2443946271725747,2.493473813327121,0,-0.24168334572640499,30,299.8653308526135,4.2101758770101485,295.65515497560335,3.404686363499275,239.09050449420812,0.8899732279270377,62.49743011063099,36.00468843829665,513.9744541599895,31.171137233373848,444.97450026614916,0.9295873761600436,0,0.15390492594213642,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T21:00:00Z,2,1308.6000000000001,22.5,375.915,94700,0,0.751915851278072,2.66790270805359,0.08428909707740896,3.5586071475710725,55.39661296541603,24.695475240166704,104.94399169516998,197.19911338902895,127.68164014154479,1.5408730461904296,0.24186166222471867,2.3993670517658017,0,-0.28937814030286646,30,302.57766852238547,4.243232174972865,298.3344363474126,3.400936540979365,239.11406309339793,0.897531187767915,63.103891082433385,36.0589007669555,518.3684756097566,31.029544729991148,446.0684451948235,0.8955514814013176,0,0.14875474071045475,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T21:30:00Z,1,1097.3000000000002,21.8,377.527,94700,0,0.751915851278072,2.66790270805359,0.04287158530327479,3.4309793791283982,52.132073137784936,25.381616374970406,98.11779998967599,191.04346552574015,135.7038878702321,1.6374279271212675,0.22647389691710137,1.1685517226160635,0,-0.3283670001673149,30,323.97524805421483,4.510699399217356,319.4645486549975,3.395830681396288,240.50538950329693,0.9616449307887301,68.10727929112095,36.49754701471647,553.0218597941958,30.099684007798743,456.0795064528198,0.44365681731158557,0,0.07550767639210683,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T22:00:00Z,2,988.1999999999999,21.3,378.475,94800,0,0.751915851278072,2.66790270805359,0.0865725903725515,3.3458027658405736,49.943797847601004,25.80786307998016,93.50958140708072,186.3560811018976,141.8345412511443,1.7111315820905315,0.2166433705564906,2.297698078286899,0,-0.357706434030055,30,340.21813494083256,4.715055388745305,335.50307955208723,3.393762474577765,241.48555374492494,1.0063264153205347,71.60586324829913,36.8326908375423,579.325050465423,29.46380869966666,463.42317310251974,0.8573561478449463,0,0.1481407721900528,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T22:30:00Z,2,825.3,20.6,379.286,94800,0,0.751915851278072,2.66790270805359,0.08769541087742147,3.2248438575686227,47.002692378285246,26.44183427148393,87.35947600134764,180.22737096201007,150.9457922037294,1.8207650306473306,0.20418511990510108,2.2746298158415854,0,-0.3766111824471041,30,364.25618566436066,5.018722984446575,359.2374626799141,3.3912964048759053,242.74715290297638,1.072043074063393,76.73626040003008,37.33070569449238,618.2494387950591,28.609213069330508,473.80914974482835,0.8481813958352672,0,0.14967549498301289,0,0,0,0
BE-Vie,2014-08-01,2014-08-01T23:00:00Z,2,771.9,20.5,379.353,94800,0,0.751915851278072,2.66790270805359,0.08798856623903069,3.2078787684257137,46.59700899964906,26.664959595701227,86.3816522371463,179.62169020812334,152.04992413055479,1.833794191651751,0.20227144653115883,2.265513991883059,0,-0.38453687403473064,30,367.2599879422002,5.055554297950047,362.2044336442502,3.385424869814141,242.5482598640871,1.0839482794206412,77.65931280896552,37.39110904863808,623.1152711765702,28.480094170687742,474.615010194482,0.8447672531255517,0,0.14975320560162614,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T00:00:00Z,1,495.8,19.4,389.216,94800,0,0.750782454507795,2.66642689704895,0.04513679151467148,3.0263308093543304,42.36059323121007,28.73046563141158,77.29423213740662,171.0552573829853,167.35983165434362,2.0178022164423406,0.1853227193902347,1.1431568097686489,0,-0.36683855766375206,30,407.34266606315214,5.5657666082169825,401.7768994549352,3.3727387554739963,243.46844113895526,1.219468848506108,88.02999612152676,38.22785723747585,688.0141151060936,27.20818849237291,489.68524740822704,0.4333972842814149,0,0.08006829106089398,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T00:30:00Z,2,464.49999999999994,19.1,392.734,94700,0,0.750782454507795,2.66642689704895,0.09071471389999924,2.97525752821939,41.2526378127621,29.143173909092333,75.03667049607147,168.2291632967519,171.97170202703006,2.0730789462606594,0.18133722436617306,2.3182483811928365,0,-0.3417396629717987,30,419.37706049866256,5.719424594533423,413.6576359041291,3.372256531561088,243.89860228966188,1.2535536528993165,90.66332320089239,38.47985633503481,707.4985228827717,26.88325602645672,494.28105353086926,0.8619026741632804,0,0.16067131848199362,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T02:00:00Z,2,496.2,18.7,396.271,94700,0,0.750782454507795,2.66642689704895,0.09077150672871459,2.9124451302405165,39.848069489606644,29.175115420139345,72.24646493010641,163.32288138690703,178.60269324094114,2.151995237811599,0.17652962975658204,2.5689961772645997,0,-0.2101376513643035,30,436.56460787290126,5.940313911642991,430.6242939612583,3.3766576011172975,244.78012728924637,1.2847863420962307,93.13652774676927,38.842114815094504,735.3238420964635,26.47060134864567,501.1175209936263,0.950630538041536,0,0.17832923097150952,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T02:30:00Z,2,441.8,18.3,395.842,94700,0,0.750782454507795,2.66642689704895,0.09103742462408708,2.8507918269604815,38.49173220371232,29.491319912946153,69.41185932299229,159.92963168472912,185.22035392026717,2.2313797745584143,0.1717760312277537,2.7429754033336695,0,-0.1507590839820183,30,453.7864417109259,6.160782173930378,447.6256595369955,3.3758194060846307,245.2778471085574,1.3228828200694431,96.11706405226928,39.20368276524582,763.2060816406726,26.059776938923275,507.32428290173874,1.011396575778586,0,0.1914032102516409,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T03:00:00Z,2,459.90000000000003,18.2,394.114,94600,0,0.750782454507795,2.66642689704895,0.09082085837657734,2.8325632348434913,38.139673795263896,29.206784386412405,68.77259596993754,158.57530537945905,187.0359352982835,2.252896896405323,0.1707218080400826,2.946719730168532,0,-0.08532875878016234,30,458.4692927958055,6.221253686811348,452.24803910899413,3.3777760614647874,245.54417441377578,1.3228047212999008,96.16001395349309,39.302856046370614,770.7867841387504,25.963247722659325,509.17745505149657,1.0826523929721725,0,0.2047071191506632,0,0,0,0
BE-Vie,2014-08-02,2014-08-02T04:00:00Z,2,474.9,18,393.774,94600,0,0.750782454507795,2.66642689704895,0.09069618658934986,2.802339325874576,37.485066036523904,29.07405220338277,67.44676138961769,156.18527932484304,190.54770492025196,2.2944729119889242,0.16855592454966442,0.17471027753108548,1.4728090091156516,0.05986664581302827,8.356886978992312,467.56925252735107,22.630096936178507,444.93915559117255,12.062860637271783,237.17260430206775,4.761361320946552,93.61498059778873,66.21335897533275,758.800215169523,43.19734930797902,495.03844023165715,0.067377831113582,0.5682713502401862,0.012760927156762658,0.1076269328626161,0.012760927156762658,0.1076269328626161,-5.997656427058118
BE-Vie,2014-08-02,2014-08-02T04:30:00Z,3,442.90000000000003,17.6,394.911,94600,0,0.750782454507795,2.66642689704895,0.1363193453643108,2.7427341112859556,36.20967589098184,29.35781346160363,64.84815811747487,152.63806327699706,197.85468991630358,2.382083797230026,0.16439022819517798,0.9498240195517081,1.5935309052074933,0.13787594385037857,3.637963624213876,486.48343216184355,53.47701844121382,433.0064137206297,27.473880156679883,222.4575465199459,11.152165618223716,90.2997096757355,116.80231024359065,739.2305185018328,74.3179393743883,470.3510465087867,0.36485787856849755,0.6147357131505716,0.06967427377900633,0.11739163903444279,0.06967427377900633,0.11739163903444279,-6.16458639514519
BE-Vie,2014-08-02,2014-08-02T05:00:00Z,16,463,17.6,391.111,94600,0.502672,0.750782454507795,2.66642689704895,0.7241221084762907,2.7427341112859556,36.20967589098184,28.94483663787592,64.853531376524,152.26364685695856,197.83366938885302,2.3814549134886764,0.16439873470289684,8.109120100181562,5.867361379407855,0.2184123566326666,2.3075506072240928,486.4297348147541,83.35140511246857,403.07832970228554,42.82188090699505,207.08195869537587,17.220960918241097,83.27869402353474,165.79630438444843,690.1484607117483,105.49140399744104,439.121549527036,3.0272928202016827,2.2532500784110927,0.575956538683277,0.4286913070612759,0.575956538683277,0.4286913070612759,-5.345327589691035
BE-Vie,2014-08-02,2014-08-02T05:30:00Z,39,486.2,17.7,389.865,94600,1.56103,0.750782454507795,2.66642689704895,1.7587316804631168,2.7575307808158036,36.524356438733484,28.706476413239287,65.47063519596007,152.80770317436702,195.86072067468993,2.357333214365406,0.16537861736699722,24.03878249707784,10.511846662284931,0.3007065281876637,1.688076512921458,481.3492758690185,110.8615215255255,370.487754343493,57.48314883617122,192.1027461273146,22.866902639664875,76.4188267595633,210.91289530186182,636.6999171233285,135.0409477419912,407.6590960098709,8.59246008168516,4.014343770273288,1.6288373689702536,0.760982661863201,1.6288373689702536,0.760982661863201,-3.8958366572573233
