TIME,fapar_itpl,fapar_spl,gpp_mod,gpp_obs
20140101,0.470000000001452,0.523071255546308,0.547532260417938,NA
20140102,0.54,0.521416736368779,0.416191905736923,0.34928
20140103,0.18,0.519828598222722,0.459053844213486,0.615745
20140104,0.198750000001167,0.518306453561974,0.34591543674469,0.95962
20140105,0.217500000000778,0.516849914840741,0.63138884305954,1.89528
20140106,0.236250000000389,0.515458594512855,0.338850736618042,0.569752
20140107,0.255,0.514132105032272,1.17307090759277,1.65766
20140108,0.431249999996343,0.512870058852949,1.00111854076385,1.70596
20140109,0.607499999992686,0.511672068428845,0.319724470376968,0.641829
20140110,0.783750000003657,0.510537746213826,0.640219688415527,1.99086
20140111,0.96,0.509466704662036,0.599150240421295,1.45861
20140112,0.845714285714286,0.508458558293213,0.854695081710815,1.67619
20140113,0.731428571428571,0.50751292989069,0.645874559879303,1.49915
20140114,0.617142857142857,0.506629444303677,0.320913195610046,0.995535
20140115,0.502857142857143,0.505807726381385,0.238360524177551,0.359875
20140116,0.489642857142035,0.505047400972961,0.278397291898727,1.14054
20140117,0.476428571428023,0.504348092927744,0.662127673625946,1.84013
20140118,0.463214285714012,0.503709427094875,1.45467782020569,2.28246
20140119,0.45,0.503131028323565,0.539549827575684,0.748378
20140120,0.417500000000674,0.502612521463024,0.19048199057579,0.536062
20140121,0.384999999998651,0.502153531362427,0.224587827920914,0.393304
20140122,0.352499999999326,0.501753682871058,0.522712707519531,1.56282
20140123,0.32,0.501412600838087,0.202928230166435,0.486349
20140124,0.354499999999284,0.501129910112724,0.518706977367401,1.03621
20140125,0.388999999998568,0.500905235544179,0.697677731513977,1.49289
20140126,0.423499999997853,0.50073820198166,0.643333435058594,1.47457
20140127,0.458,0.500628434274373,0.413323581218719,1.19554
20140128,0.521,0.500575557271543,0.58662885427475,1.53442
20140129,0.584,0.500579195822371,1.24482238292694,2.08985
20140130,0.647,0.500638974776064,1.44960403442383,2.26602
20140131,0.71,0.500754518981834,1.74959683418274,1.86785
20140201,0.681250000000596,0.500925453288889,0.289719551801682,0.653012
20140202,0.652499999998807,0.501151402546461,1.50148606300354,2.64434
20140203,0.623749999999404,0.501431991603722,0.984732627868652,1.94126
20140204,0.595,0.501766845309898,1.2034113407135,1.70065
20140205,0.570833333333835,0.502155588514199,0.338735222816467,0.75734
20140206,0.546666666667669,0.502597846065834,0.790044009685516,1.68079
20140207,0.522500000001504,0.503093242814014,0.401621431112289,0.766591
20140208,0.498333333333333,0.503641403607996,0.537357330322266,0.976386
20140209,0.52375,0.504241953296898,0.954053401947021,1.64228
20140210,0.549166666666667,0.504894516729974,0.604334890842438,1.15026
20140211,0.574583333333333,0.505598718756432,1.30700957775116,1.97445
20140212,0.6,0.506354184225485,1.76189565658569,2.22322
20140213,0.560227272724797,0.507160537986409,0.35076642036438,0.854647
20140214,0.520454545452895,0.50801740488828,0.532311737537384,1.38501
20140215,0.480681818180993,0.508924409780375,1.09297740459442,1.92889
20140216,0.440909090909091,0.509881177511901,0.681408226490021,1.87549
20140217,0.416181818182331,0.510887332932069,1.42590272426605,2.11902
20140218,0.391454545455572,0.511942500890089,0.791817843914032,1.46405
20140219,0.36672727272676,0.513046306235263,0.827011704444885,1.69835
20140220,0.342,0.514198373816619,0.945583343505859,1.8635
20140221,0.4215,0.515398328483456,1.26713562011719,2.455
20140222,0.501,0.516645795084984,0.667504131793976,1.73258
20140223,0.5805,0.517940398470412,1.07446825504303,2.30511
20140224,0.66,0.519281763488949,3.48082304000854,3.20941
20140225,0.618749999997433,0.520669724499016,1.30640709400177,1.8807
20140226,0.577499999998288,0.522104953895044,2.02925157546997,2.52642
20140227,0.536249999999144,0.523588333580905,1.00959050655365,1.51354
20140228,0.495,0.525120745460353,1.36579358577728,2.4925
20140301,0.393750000002101,0.526703071437144,0.991489410400391,2.06505
20140302,0.292499999995799,0.528336193415173,1.72796261310577,3.30842
20140303,0.191249999997899,0.530020993297923,1.28290283679962,3.10892
20140304,0.09,0.531758352989284,2.13531112670898,3.96428
20140305,0.252499999996628,0.533549154393013,2.39638733863831,4.50924
20140306,0.414999999993257,0.535394279412864,3.78729939460754,4.88468
20140307,0.577499999989885,0.537294609952594,3.53333067893982,4.93462
20140308,0.74,0.539251027916125,4.39014101028442,4.99856
20140309,0.7325,0.541264415206885,5.02225589752197,3.79078
20140310,0.725,0.543335653728792,5.01709508895874,3.47922
20140311,0.7175,0.5454656253856,4.73039531707764,3.80471
20140312,0.71,0.547655212081069,5.20898485183716,3.68697
20140313,0.719999999999792,0.549905295718951,5.25238037109375,3.75612
20140314,0.730000000000415,0.552216758203197,4.94933223724365,4.06895
20140315,0.740000000000207,0.554590481437181,0.799314975738525,1.06624
20140316,0.75,0.557027347324845,2.40762686729431,3.42869
20140317,0.737500000000259,0.559528237769948,1.7077214717865,3.08147
20140318,0.725000000000519,0.562094034676246,1.62979900836945,2.62692
20140319,0.712499999999741,0.564725619947712,4.16747570037842,4.14506
20140320,0.7,0.56742387548767,5.97368240356445,4.81993
20140321,0.5625,0.570189683200087,1.82516694068909,3.29126
20140322,0.425,0.573023924988724,1.39547109603882,2.90939
20140323,0.2875,0.575927482757334,1.52973747253418,3.73555
20140324,0.15,0.578901238409671,1.68965661525726,4.03117
20140325,0.300000000009337,0.581946073849751,3.76623368263245,4.82776
20140326,0.450000000006224,0.585062870980819,2.67710757255554,5.14364
20140327,0.600000000003112,0.588252511706887,4.50025129318237,5.0118
