,year,zhu_fapar_max
0,2004,0.8295481991307746
1,2005,0.8334093279943137
2,2006,0.8310729515107929
3,2007,0.86312929877839
4,2008,0.8486668932811173
5,2009,0.8504913602187768
6,2010,0.8478267241916361
7,2011,0.848760867719331
8,2012,0.8504393234066577
9,2013,0.8529071394759266
10,2014,0.8463782066777662
