time,daily_gpp,daily_A0,annual_m,annual_lai_max,Ls_daily,Ls_daily_lagged
2004-02-28,40.83559,0.2937543,5.160127,4.374849,0,0
2004-02-29,44.30504,0.3187121,5.160127,4.374849,0,0
2004-03-01,47.77449,0.3436699,5.160127,4.374849,0,0
2004-03-02,51.24394,0.3686277,5.160127,4.374849,0,0
2004-03-03,54.71339,0.3935855,5.160127,4.374849,0.06159,0.004106
2004-03-04,58.18284,0.4185433,5.160127,4.374849,0.3114,0.02459227
2004-03-05,61.65229,0.4435011,5.160127,4.374849,0.55171,0.05973345
2004-03-06,65.12174,0.4684588,5.160127,4.374849,0.78358,0.1079899
2004-03-07,68.59119,0.4934166,5.160127,4.374849,1.00789,0.1679832
2004-03-08,72.06065,0.5183744,5.160127,4.374849,1.2254,0.2384777
2004-03-09,75.5301,0.5433322,5.160127,4.374849,1.43676,0.3183632
2004-03-10,78.99955,0.56829,5.160127,4.374849,1.64255,0.4066423
2004-03-11,82.469,0.5932478,5.160127,4.374849,1.84326,0.5024168
2004-03-12,83.57492,0.6012034,5.160127,4.374849,1.90625,0.5960057
2004-03-13,84.68084,0.6091589,5.160127,4.374849,1.96877,0.6875233
2004-03-14,85.78676,0.6171144,5.160127,4.374849,2.03085,0.7770784
2004-03-15,86.89269,0.62507,5.160127,4.374849,2.09249,0.8647725
2004-03-16,87.99861,0.6330255,5.160127,4.374849,2.15371,0.9507017
2004-03-17,89.10453,0.6409811,5.160127,4.374849,2.21453,1.034957
2004-03-18,90.21045,0.6489366,5.160127,4.374849,2.27494,1.117622
2004-03-19,91.31638,0.6568922,5.160127,4.374849,2.33496,1.198778
2004-03-20,92.4223,0.6648477,5.160127,4.374849,2.3946,1.2785
2004-03-21,93.52822,0.6728033,5.160127,4.374849,2.45387,1.356858
2004-03-22,94.63414,0.6807588,5.160127,4.374849,2.51278,1.433919
2004-03-23,95.74006,0.6887144,5.160127,4.374849,2.57133,1.509747
2004-03-24,96.84599,0.6966699,5.160127,4.374849,2.62955,1.5844
2004-03-25,97.95191,0.7046255,5.160127,4.374849,2.68743,1.657935
2004-03-26,99.20224,0.7136198,5.160127,4.374849,2.75247,1.730904
2004-03-27,100.4526,0.7226142,5.160127,4.374849,2.81711,1.803318
2004-03-28,101.7029,0.7316086,5.160127,4.374849,2.88135,1.875187
2004-03-29,102.9532,0.740603,5.160127,4.374849,2.9452,1.946521
2004-03-30,104.2036,0.7495974,5.160127,4.374849,3.00869,2.017332
2004-03-31,105.4539,0.7585917,5.160127,4.374849,3.0718,2.08763
2004-04-01,106.7042,0.7675861,5.160127,4.374849,3.13457,2.157426
2004-04-02,107.9546,0.7765805,5.160127,4.374849,3.19698,2.22673
2004-04-03,109.2049,0.7855749,5.160127,4.374849,3.25906,2.295552
2004-04-04,110.4552,0.7945693,5.160127,4.374849,3.32081,2.363902
2004-04-05,111.7056,0.8035636,5.160127,4.374849,3.38224,2.431792
2004-04-06,112.9559,0.812558,5.160127,4.374849,3.44335,2.499229
2004-04-07,114.2062,0.8215524,5.160127,4.374849,3.50417,2.566225
2004-04-08,115.4566,0.8305468,5.160127,4.374849,3.56468,2.632789
2004-04-09,116.6781,0.8393339,5.160127,4.374849,3.62352,2.698837
2004-04-10,117.8996,0.8481211,5.160127,4.374849,3.68209,2.764387
2004-04-11,119.1212,0.8569082,5.160127,4.374849,3.74039,2.829454
2004-04-12,120.3427,0.8656954,5.160127,4.374849,3.79844,2.894053
2004-04-13,121.5642,0.8744825,5.160127,4.374849,3.85623,2.958198
2004-04-14,122.7857,0.8832697,5.160127,4.374849,3.91378,3.021904
2004-04-15,124.0073,0.8920568,5.160127,4.374849,3.97109,3.085183
2004-04-16,125.2288,0.900844,5.160127,4.374849,4.02816,3.148048
2004-04-17,126.4503,0.9096311,5.160127,4.374849,4.08501,3.210512
2004-04-18,127.6718,0.9184183,5.160127,4.374849,4.14163,3.272587
2004-04-19,128.8934,0.9272054,5.160127,4.374849,4.19803,3.334283
2004-04-20,130.1149,0.9359926,5.160127,4.374849,4.25421,3.395611
2004-04-21,131.3364,0.9447797,5.160127,4.374849,4.31019,3.456583
2004-04-22,132.5579,0.9535669,5.160127,4.374849,4.36596,3.517208
2004-04-23,130.6229,0.939647,5.160127,4.374849,4.27752,3.567896
2004-04-24,128.6879,0.9257271,5.160127,4.374849,4.18855,3.609273
2004-04-25,126.7528,0.9118073,5.160127,4.374849,4.09905,3.641925
2004-04-26,124.8178,0.8978874,5.160127,4.374849,4.00899,3.666396
2004-04-27,122.8827,0.8839675,5.160127,4.374849,3.91834,3.683192
2004-04-28,120.9477,0.8700477,5.160127,4.374849,3.8271,3.692786
2004-04-29,119.0127,0.8561278,5.160127,4.374849,3.73522,3.695615
2004-04-30,117.0776,0.8422079,5.160127,4.374849,3.6427,3.692087
2004-05-01,115.1426,0.828288,5.160127,4.374849,3.54951,3.682582
2004-05-02,113.2075,0.8143682,5.160127,4.374849,3.45562,3.667451
2004-05-03,111.2725,0.8004483,5.160127,4.374849,3.361,3.647021
2004-05-04,109.3375,0.7865284,5.160127,4.374849,3.26562,3.621594
2004-05-05,107.4024,0.7726086,5.160127,4.374849,3.16946,3.591452
2004-05-06,105.4674,0.7586887,5.160127,4.374849,3.07248,3.556854
2004-05-07,106.9258,0.7691801,5.160127,4.374849,3.14565,3.52944
2004-05-08,108.3843,0.7796714,5.160127,4.374849,3.21835,3.508701
2004-05-09,109.8427,0.7901628,5.160127,4.374849,3.2906,3.494161
2004-05-10,111.3011,0.8006542,5.160127,4.374849,3.3624,3.485377
2004-05-11,112.7596,0.8111456,5.160127,4.374849,3.43378,3.481937
2004-05-12,114.218,0.821637,5.160127,4.374849,3.50474,3.483457
2004-05-13,115.6764,0.8321283,5.160127,4.374849,3.57529,3.489579
2004-05-14,117.1349,0.8426197,5.160127,4.374849,3.64545,3.499971
2004-05-15,118.5933,0.8531111,5.160127,4.374849,3.71523,3.514321
2004-05-16,120.0517,0.8636025,5.160127,4.374849,3.78464,3.532343
2004-05-17,121.5102,0.8740939,5.160127,4.374849,3.85368,3.553765
2004-05-18,122.9686,0.8845853,5.160127,4.374849,3.92238,3.578339
2004-05-19,124.427,0.8950766,5.160127,4.374849,3.99073,3.605832
2004-05-20,125.8855,0.905568,5.160127,4.374849,4.05875,3.636027
2004-05-21,128.6151,0.9252034,5.160127,4.374849,4.1852,3.672638
2004-05-22,131.3446,0.9448388,5.160127,4.374849,4.31056,3.715166
2004-05-23,134.0742,0.9644741,5.160127,4.374849,4.37485,3.759145
2004-05-24,136.8038,0.9841095,5.160127,4.374849,4.37485,3.800192
2004-05-25,139.5333,1.003745,5.160127,4.374849,4.37485,3.838503
2004-05-26,142.2629,1.02338,5.160127,4.374849,4.37485,3.874259
2004-05-27,144.9925,1.043016,5.160127,4.374849,4.37485,3.907632
2004-05-28,147.722,1.062651,5.160127,4.374849,4.37485,3.93878
2004-05-29,150.4516,1.082286,5.160127,4.374849,4.37485,3.967851
2004-05-30,153.1812,1.101922,5.160127,4.374849,4.37485,3.994984
2004-05-31,155.9107,1.121557,5.160127,4.374849,4.37485,4.020309
2004-06-01,158.6403,1.141193,5.160127,4.374849,4.37485,4.043945
2004-06-02,161.3699,1.160828,5.160127,4.374849,4.37485,4.066005
2004-06-03,164.0994,1.180463,5.160127,4.374849,4.37485,4.086595
2004-06-04,161.1965,1.159581,5.160127,4.374849,4.37485,4.105812
2004-06-05,158.2936,1.138699,5.160127,4.374849,4.37485,4.123748
2004-06-06,155.3907,1.117817,5.160127,4.374849,4.37485,4.140488
2004-06-07,152.4878,1.096934,5.160127,4.374849,4.37485,4.156112
2004-06-08,149.5849,1.076052,5.160127,4.374849,4.37485,4.170695
2004-06-09,146.682,1.05517,5.160127,4.374849,4.37485,4.184305
2004-06-10,143.7791,1.034287,5.160127,4.374849,4.37485,4.197008
2004-06-11,140.8762,1.013405,5.160127,4.374849,4.37485,4.208864
2004-06-12,137.9733,0.9925229,5.160127,4.374849,4.37485,4.21993
2004-06-13,135.0704,0.9716406,5.160127,4.374849,4.37485,4.230258
2004-06-14,132.1675,0.9507584,5.160127,4.374849,4.34815,4.238117
2004-06-15,129.2646,0.9298761,5.160127,4.374849,4.21513,4.236585
2004-06-16,126.3617,0.9089938,5.160127,4.374849,4.08089,4.226205
2004-06-17,123.4588,0.8881116,5.160127,4.374849,3.94539,4.207484
2004-06-18,125.8163,0.9050704,5.160127,4.374849,4.05553,4.197354
2004-06-19,128.1738,0.9220292,5.160127,4.374849,4.16483,4.195186
2004-06-20,130.5313,0.9389881,5.160127,4.374849,4.27332,4.200395
2004-06-21,132.8888,0.9559469,5.160127,4.374849,4.37485,4.212025
2004-06-22,135.2463,0.9729058,5.160127,4.374849,4.37485,4.22288
2004-06-23,137.6038,0.9898646,5.160127,4.374849,4.37485,4.233011
2004-06-24,139.9613,1.006823,5.160127,4.374849,4.37485,4.242467
2004-06-25,142.3188,1.023782,5.160127,4.374849,4.37485,4.251293
2004-06-26,144.6763,1.040741,5.160127,4.374849,4.37485,4.25953
2004-06-27,147.0338,1.0577,5.160127,4.374849,4.37485,4.267218
2004-06-28,149.3913,1.074659,5.160127,4.374849,4.37485,4.274393
2004-06-29,151.7488,1.091618,5.160127,4.374849,4.37485,4.28109
2004-06-30,154.1062,1.108576,5.160127,4.374849,4.37485,4.287341
2004-07-01,156.4637,1.125535,5.160127,4.374849,4.37485,4.293175
2004-07-02,156.1123,1.123007,5.160127,4.374849,4.37485,4.29862
2004-07-03,155.7608,1.120479,5.160127,4.374849,4.37485,4.303702
2004-07-04,155.4093,1.11795,5.160127,4.374849,4.37485,4.308445
2004-07-05,155.0579,1.115422,5.160127,4.374849,4.37485,4.312872
2004-07-06,154.7064,1.112894,5.160127,4.374849,4.37485,4.317004
2004-07-07,154.3549,1.110365,5.160127,4.374849,4.37485,4.32086
2004-07-08,154.0034,1.107837,5.160127,4.374849,4.37485,4.32446
2004-07-09,153.652,1.105309,5.160127,4.374849,4.37485,4.327819
2004-07-10,153.3005,1.10278,5.160127,4.374849,4.37485,4.330954
2004-07-11,152.949,1.100252,5.160127,4.374849,4.37485,4.333881
2004-07-12,152.5976,1.097724,5.160127,4.374849,4.37485,4.336612
2004-07-13,152.2461,1.095195,5.160127,4.374849,4.37485,4.339161
2004-07-14,151.8946,1.092667,5.160127,4.374849,4.37485,4.341541
2004-07-15,151.5432,1.090139,5.160127,4.374849,4.37485,4.343761
2004-07-16,154.2389,1.10953,5.160127,4.374849,4.37485,4.345834
2004-07-17,156.9346,1.128922,5.160127,4.374849,4.37485,4.347768
2004-07-18,159.6303,1.148314,5.160127,4.374849,4.37485,4.349574
2004-07-19,162.326,1.167706,5.160127,4.374849,4.37485,4.351259
2004-07-20,165.0217,1.187098,5.160127,4.374849,4.37485,4.352831
2004-07-21,167.7174,1.206489,5.160127,4.374849,4.37485,4.354299
2004-07-22,170.4131,1.225881,5.160127,4.374849,4.37485,4.355669
2004-07-23,173.1088,1.245273,5.160127,4.374849,4.37485,4.356948
2004-07-24,175.8045,1.264665,5.160127,4.374849,4.37485,4.358142
2004-07-25,178.5002,1.284056,5.160127,4.374849,4.37485,4.359255
2004-07-26,181.1959,1.303448,5.160127,4.374849,4.37485,4.360295
2004-07-27,183.8916,1.32284,5.160127,4.374849,4.37485,4.361265
2004-07-28,186.5873,1.342232,5.160127,4.374849,4.37485,4.362171
2004-07-29,189.283,1.361623,5.160127,4.374849,4.37485,4.363016
2004-07-30,184.5616,1.32766,5.160127,4.374849,4.37485,4.363805
2004-07-31,179.8402,1.293696,5.160127,4.374849,4.37485,4.364542
2004-08-01,175.1188,1.259732,5.160127,4.374849,4.37485,4.365229
2004-08-02,170.3975,1.225769,5.160127,4.374849,4.37485,4.36587
2004-08-03,165.6761,1.191805,5.160127,4.374849,4.37485,4.366469
2004-08-04,160.9547,1.157841,5.160127,4.374849,4.37485,4.367028
2004-08-05,156.2333,1.123878,5.160127,4.374849,4.37485,4.367549
2004-08-06,151.5119,1.089914,5.160127,4.374849,4.37485,4.368036
2004-08-07,146.7906,1.05595,5.160127,4.374849,4.37485,4.36849
2004-08-08,142.0692,1.021987,5.160127,4.374849,4.37485,4.368914
2004-08-09,137.3478,0.9880232,5.160127,4.374849,4.37485,4.36931
2004-08-10,132.6264,0.9540595,5.160127,4.374849,4.36908,4.369295
2004-08-11,127.905,0.9200958,5.160127,4.374849,4.15241,4.354836
2004-08-12,123.1837,0.8861322,5.160127,4.374849,3.93248,4.326679
2004-08-13,124.0617,0.8924485,5.160127,4.374849,3.97364,4.303143
2004-08-14,124.9397,0.8987648,5.160127,4.374849,4.01468,4.283912
2004-08-15,125.8178,0.9050811,5.160127,4.374849,4.0556,4.268691
2004-08-16,126.6958,0.9113974,5.160127,4.374849,4.09641,4.257206
2004-08-17,127.5739,0.9177137,5.160127,4.374849,4.1371,4.249199
2004-08-18,128.4519,0.92403,5.160127,4.374849,4.17767,4.24443
2004-08-19,129.33,0.9303463,5.160127,4.374849,4.21813,4.242677
2004-08-20,130.208,0.9366626,5.160127,4.374849,4.25849,4.243731
2004-08-21,131.0861,0.9429789,5.160127,4.374849,4.29873,4.247397
2004-08-22,131.9641,0.9492952,5.160127,4.374849,4.33887,4.253496
2004-08-23,132.8422,0.9556115,5.160127,4.374849,4.37485,4.261586
2004-08-24,133.7202,0.9619278,5.160127,4.374849,4.37485,4.269137
2004-08-25,134.5983,0.9682441,5.160127,4.374849,4.37485,4.276184
2004-08-26,135.4763,0.9745604,5.160127,4.374849,4.37485,4.282762
2004-08-27,133.5542,0.9607338,5.160127,4.374849,4.37485,4.288901
2004-08-28,131.6322,0.9469072,5.160127,4.374849,4.32371,4.291222
2004-08-29,129.7101,0.9330806,5.160127,4.374849,4.23562,4.287515
2004-08-30,127.788,0.9192541,5.160127,4.374849,4.147,4.278147
2004-08-31,125.8659,0.9054275,5.160127,4.374849,4.05784,4.26346
2004-09-01,123.9439,0.8916009,5.160127,4.374849,3.96812,4.243771
2004-09-02,122.0218,0.8777743,5.160127,4.374849,3.87782,4.219374
2004-09-03,120.0997,0.8639477,5.160127,4.374849,3.78691,4.190543
2004-09-04,118.1777,0.8501211,5.160127,4.374849,3.69538,4.157532
2004-09-05,116.2556,0.8362945,5.160127,4.374849,3.6032,4.120577
2004-09-06,114.3335,0.8224679,5.160127,4.374849,3.51034,4.079894
2004-09-07,112.4114,0.8086413,5.160127,4.374849,3.41678,4.035687
2004-09-08,110.4894,0.7948147,5.160127,4.374849,3.32249,3.98814
2004-09-09,108.5673,0.7809881,5.160127,4.374849,3.22744,3.937427
2004-09-10,105.2813,0.7573503,5.160127,4.374849,3.06311,3.879139
2004-09-11,101.9954,0.7337125,5.160127,4.374849,2.89632,3.813618
2004-09-12,98.70943,0.7100747,5.160127,4.374849,2.72688,3.741169
2004-09-13,95.42347,0.6864369,5.160127,4.374849,2.55461,3.662065
2004-09-14,92.13752,0.6627991,5.160127,4.374849,2.37927,3.576545
2004-09-15,88.85156,0.6391613,5.160127,4.374849,2.20065,3.484819
2004-09-16,85.56561,0.6155235,5.160127,4.374849,2.01847,3.387062
2004-09-17,82.27965,0.5918857,5.160127,4.374849,1.83243,3.28342
2004-09-18,78.9937,0.5682479,5.160127,4.374849,1.64221,3.174006
2004-09-19,75.70774,0.5446101,5.160127,4.374849,1.44743,3.058901
2004-09-20,72.42179,0.5209723,5.160127,4.374849,1.24768,2.938153
2004-09-21,69.13583,0.4973345,5.160127,4.374849,1.04247,2.811774
2004-09-22,65.84988,0.4736967,5.160127,4.374849,0.83125,2.679739
2004-09-23,62.56392,0.4500589,5.160127,4.374849,0.61342,2.541985
2004-09-24,62.68953,0.4509625,5.160127,4.374849,0.62187,2.413977
2004-09-25,62.81513,0.451866,5.160127,4.374849,0.63032,2.295066
2004-09-26,62.94074,0.4527696,5.160127,4.374849,0.63875,2.184645
2004-09-27,63.06635,0.4536732,5.160127,4.374849,0.64718,2.082148
2004-09-28,63.19195,0.4545767,5.160127,4.374849,0.65559,1.987044
2004-09-29,63.31756,0.4554803,5.160127,4.374849,0.664,1.898841
2004-09-30,63.44316,0.4563838,5.160127,4.374849,0.67239,1.817077
2004-10-01,63.56877,0.4572874,5.160127,4.374849,0.68078,1.741324
2004-10-02,63.69438,0.4581909,5.160127,4.374849,0.68915,1.671179
2004-10-03,63.81998,0.4590945,5.160127,4.374849,0.69751,1.606268
2004-10-04,63.94559,0.4599981,5.160127,4.374849,0.70586,1.546241
2004-10-05,64.07119,0.4609016,5.160127,4.374849,0.7142,1.490771
2004-10-06,64.1968,0.4618052,5.160127,4.374849,0.72254,1.439556
2004-10-07,64.32241,0.4627087,5.160127,4.374849,0.73086,1.39231
2004-10-08,62.84333,0.4520689,5.160127,4.374849,0.63221,1.341636
2004-10-09,61.36426,0.441429,5.160127,4.374849,0.53209,1.287667
2004-10-10,59.88518,0.4307892,5.160127,4.374849,0.43043,1.230517
2004-10-11,58.40611,0.4201494,5.160127,4.374849,0.32713,1.170292
2004-10-12,56.92704,0.4095095,5.160127,4.374849,0.22213,1.107081
2004-10-13,55.44796,0.3988697,5.160127,4.374849,0.11533,1.040964
2004-10-14,53.96889,0.3882298,5.160127,4.374849,0.00663,0.9720085
2004-10-15,52.48981,0.37759,5.160127,4.374849,0,0.907208
2004-10-16,51.01074,0.3669501,5.160127,4.374849,0,0.8467274
2004-10-17,49.53167,0.3563103,5.160127,4.374849,0,0.7902789
2004-10-18,48.05259,0.3456704,5.160127,4.374849,0,0.7375937
2004-10-19,46.57352,0.3350306,5.160127,4.374849,0,0.6884208
2004-10-20,45.09444,0.3243908,5.160127,4.374849,0,0.642526
2004-10-21,43.61537,0.3137509,5.160127,4.374849,0,0.599691
2004-10-22,41.87759,0.30125,5.160127,4.374849,0,0.5597116
2004-10-23,40.13981,0.2887491,5.160127,4.374849,0,0.5223975
2004-10-24,38.40203,0.2762483,5.160127,4.374849,0,0.487571
2004-10-25,36.66424,0.2637474,5.160127,4.374849,0,0.4550662
2004-10-26,34.92646,0.2512465,5.160127,4.374849,0,0.4247285
2004-10-27,33.18868,0.2387456,5.160127,4.374849,0,0.3964133
2004-10-28,31.4509,0.2262447,5.160127,4.374849,0,0.3699857
2004-10-29,29.71312,0.2137439,5.160127,4.374849,0,0.34532
2004-10-30,27.97534,0.201243,5.160127,4.374849,0,0.3222987
2004-10-31,26.23756,0.1887421,5.160127,4.374849,0,0.3008121
2004-11-01,24.49977,0.1762412,5.160127,4.374849,0,0.2807579
2004-11-02,22.76199,0.1637403,5.160127,4.374849,0,0.2620407
2004-11-03,21.02421,0.1512395,5.160127,4.374849,0,0.2445714
2004-11-04,19.28643,0.1387386,5.160127,4.374849,0,0.2282666
2004-11-05,18.97489,0.1364975,5.160127,4.374849,0,0.2130488
2004-11-06,18.66336,0.1342564,5.160127,4.374849,0,0.1988456
2004-11-07,18.35182,0.1320154,5.160127,4.374849,0,0.1855892
2004-11-08,18.04028,0.1297743,5.160127,4.374849,0,0.1732166
2004-11-09,17.72875,0.1275333,5.160127,4.374849,0,0.1616688
2004-11-10,17.41721,0.1252922,5.160127,4.374849,0,0.1508909
2004-11-11,17.10567,0.1230511,5.160127,4.374849,0,0.1408315
2004-11-12,16.79414,0.1208101,5.160127,4.374849,0,0.1314427
2004-11-13,16.4826,0.118569,5.160127,4.374849,0,0.1226799
2004-11-14,16.17106,0.1163279,5.160127,4.374849,0,0.1145012
2004-11-15,15.85953,0.1140869,5.160127,4.374849,0,0.1068678
2004-11-16,15.54799,0.1118458,5.160127,4.374849,0,0.09974329
2004-11-17,15.23645,0.1096047,5.160127,4.374849,0,0.09309374
2004-11-18,14.92492,0.1073637,5.160127,4.374849,0,0.08688749
2004-11-19,15.24346,0.1096551,5.160127,4.374849,0,0.08109499
2004-11-20,15.56201,0.1119466,5.160127,4.374849,0,0.07568866
2004-11-21,15.88055,0.1142381,5.160127,4.374849,0,0.07064275
2004-11-22,16.1991,0.1165296,5.160127,4.374849,0,0.06593323
2004-11-23,16.51764,0.1188211,5.160127,4.374849,0,0.06153768
2004-11-24,16.83619,0.1211126,5.160127,4.374849,0,0.05743517
2004-11-25,17.15473,0.123404,5.160127,4.374849,0,0.05360616
2004-11-26,17.47328,0.1256955,5.160127,4.374849,0,0.05003242
2004-11-27,17.79182,0.127987,5.160127,4.374849,0,0.04669692
2004-11-28,18.11037,0.1302785,5.160127,4.374849,0,0.04358379
2004-11-29,18.42892,0.13257,5.160127,4.374849,0,0.04067821
2004-11-30,18.74746,0.1348615,5.160127,4.374849,0,0.03796633
2004-12-01,19.06601,0.137153,5.160127,4.374849,0,0.03543524
2004-12-02,19.38455,0.1394444,5.160127,4.374849,0,0.03307289
2004-12-03,18.91113,0.1360388,5.160127,4.374849,0,0.03086803
2004-12-04,18.43771,0.1326332,5.160127,4.374849,0,0.02881016
2004-12-05,17.96428,0.1292276,5.160127,4.374849,0,0.02688948
2004-12-06,17.49086,0.125822,5.160127,4.374849,0,0.02509685
2004-12-07,17.01744,0.1224164,5.160127,4.374849,0,0.02342373
2004-12-08,16.54402,0.1190108,5.160127,4.374849,0,0.02186215
2004-12-09,16.0706,0.1156052,5.160127,4.374849,0,0.02040467
2004-12-10,15.59717,0.1121996,5.160127,4.374849,0,0.01904436
2004-12-11,15.12375,0.108794,5.160127,4.374849,0,0.01777473
2004-12-12,14.65033,0.1053884,5.160127,4.374849,0,0.01658975
2004-12-13,14.17691,0.1019828,5.160127,4.374849,0,0.01548377
2004-12-14,13.70348,0.09857719,5.160127,4.374849,0,0.01445152
2004-12-15,13.23006,0.09517159,5.160127,4.374849,0,0.01348808
2004-12-16,12.75664,0.09176599,5.160127,4.374849,0,0.01258888
2004-12-17,13.01384,0.09361619,5.160127,4.374849,0,0.01174962
2004-12-18,13.27104,0.09546639,5.160127,4.374849,0,0.01096631
2004-12-19,13.52825,0.0973166,5.160127,4.374849,0,0.01023522
2004-12-20,13.78545,0.0991668,5.160127,4.374849,0,0.009552875
2004-12-21,14.04265,0.101017,5.160127,4.374849,0,0.008916017
2004-12-22,14.29985,0.1028672,5.160127,4.374849,0,0.008321616
2004-12-23,14.55705,0.1047174,5.160127,4.374849,0,0.007766841
2004-12-24,14.81426,0.1065676,5.160127,4.374849,0,0.007249052
2004-12-25,15.07146,0.1084178,5.160127,4.374849,0,0.006765782
2004-12-26,15.32866,0.110268,5.160127,4.374849,0,0.00631473
2004-12-27,15.58586,0.1121182,5.160127,4.374849,0,0.005893748
2004-12-28,15.84306,0.1139684,5.160127,4.374849,0,0.005500831
2004-12-29,16.10027,0.1158186,5.160127,4.374849,0,0.005134109
2004-12-30,16.35747,0.1176689,5.160127,4.374849,0,0.004791835
2004-12-31,16.5324,0.1189272,5.160127,4.374849,0,0.00447238
2005-01-01,16.70733,0.1201856,4.610998,4.523069,0,0.004174221
2005-01-02,16.88226,0.121444,4.610998,4.523069,0,0.00389594
2005-01-03,17.05719,0.1227024,4.610998,4.523069,0,0.00363621
2005-01-04,17.23212,0.1239607,4.610998,4.523069,0,0.003393796
2005-01-05,17.40705,0.1252191,4.610998,4.523069,0,0.003167543
2005-01-06,17.58198,0.1264775,4.610998,4.523069,0,0.002956374
2005-01-07,17.75691,0.1277359,4.610998,4.523069,0,0.002759282
2005-01-08,17.93184,0.1289942,4.610998,4.523069,0,0.00257533
2005-01-09,18.10677,0.1302526,4.610998,4.523069,0,0.002403641
2005-01-10,18.2817,0.131511,4.610998,4.523069,0,0.002243398
2005-01-11,18.45663,0.1327694,4.610998,4.523069,0,0.002093839
2005-01-12,18.63156,0.1340278,4.610998,4.523069,0,0.001954249
2005-01-13,18.80649,0.1352861,4.610998,4.523069,0,0.001823966
2005-01-14,18.8759,0.1357854,4.610998,4.523069,0,0.001702368
2005-01-15,18.94531,0.1362847,4.610998,4.523069,0,0.001588877
2005-01-16,19.01471,0.136784,4.610998,4.523069,0,0.001482952
2005-01-17,19.08412,0.1372832,4.610998,4.523069,0,0.001384088
