time,tc,vpd,patm,co2,ppfd,fapar,precip_molar,growing_season
2008-08-07,18.660817,847.78155,96810.598,390.95311,383.69134,1,6055.1353,True
2008-08-21,17.09043,639.08199,97310.173,399.33633,351.28242,1,1741.4609,True
2008-09-04,13.992722,471.37619,97309.881,402.81492,261.47533,1,1314.1742,True
2008-09-18,9.758631,247.45595,97760.695,401.52042,196.82494,1,1725.9552,True
2008-10-02,11.653726,343.6244,97528.917,410.18406,182.61185,1,349.47676,True
2008-10-16,8.4223244,284.29152,97442.243,403.05555,143.20247,1,4040.8019,True
2008-10-30,8.2440565,191.20595,97190.408,427.23766,98.667636,1,1421.0929,True
2008-11-13,3.3263437,158.81622,96825.317,402.4326,66.96079,1,1781.8063,True
2008-11-27,2.7260729,148.03423,96399.604,406.60211,58.285441,1,1709.7406,True
2008-12-11,3.8393705,120.7244,97372.562,401.54388,31.364511,1,3141.8959,True
2008-12-25,-5.1831801,84.262798,98312.207,407.28725,70.584313,1,776.98351,False
2009-01-08,-0.77283333,152.70818,97409.879,412.42687,96.763268,1,588.41637,False
2009-01-22,0.060188988,100.10283,96428.335,412.07318,74.335129,1,266.38015,True
2009-02-05,-0.024102679,132.29702,96479.208,403.0495,124.3557,1,1343.2146,False
2009-02-19,2.6750952,105.99583,97267.338,410.10999,122.78401,1,2953.0515,True
2009-03-05,5.3478661,168.9433,96943.548,402.202,137.96352,1,2486.859,True
2009-03-19,4.1832932,252.53244,96955.97,406.56634,225.36711,1,2070.5466,True
2009-04-02,12.302643,604.62128,97184.265,414.96469,442.04178,1,682.33929,True
2009-04-16,11.615573,585.41652,97152.531,408.1583,441.69166,1,1270.9203,True
2009-04-30,12.423836,517.15387,97600.058,404.44525,418.74477,1,1448.2107,True
2009-05-14,15.710417,700.75804,97427.307,424.71715,506.46884,1,3604.7896,True
2009-05-28,12.890799,459.23318,97172.064,412.96894,365.72818,1,2257.9654,True
2009-06-11,14.970533,517.88289,97524.695,401.30122,399.20085,1,4093.3714,True
2009-06-25,18.969542,545.81518,97152.56,415.62732,366.0856,1,3624.6062,True
2009-07-09,18.554079,737.42679,97205.269,399.87214,420.6071,1,3020.9211,True
2009-07-23,18.441872,829.31146,97504.42,403.72868,451.20039,1,4488.4836,True
2009-08-06,19.172949,862.99509,97571.272,411.58221,481.99805,1,2871.5639,True
2009-08-20,18.713948,852.37292,97563.079,408.42631,434.64199,1,3198.3884,True
2009-09-03,14.835876,516.89658,97672.394,405.19633,302.52032,1,1159.3774,True
2009-09-17,14.225295,459.77708,97857.071,439.94093,273.48264,1,915.48487,True
2009-10-01,10.917924,335.07783,97158.371,396.52984,148.61646,1,3512.5318,True
2009-10-15,6.1996726,167.27932,97264.801,408.57599,107.46542,1,2606.1225,True
2009-10-29,4.6447202,157.37693,96661.44,410.59131,108.82153,1,2608.9914,True
2009-11-12,10.566048,419.21369,97146.423,407.05725,98.89165,1,926.7762,True
2009-11-26,5.9790372,248.53958,96635.619,413.24428,68.962239,1,2375.8461,True
2009-12-10,-3.299631,88.191964,96712.85,405.50319,44.481274,1,1894.0581,False
2009-12-24,-0.76509524,124.01235,96000.339,400.94408,54.417795,1,2514.504,False
2010-01-07,-3.2576295,73.159226,97192.978,401.96229,47.752715,1,1048.6856,False
2010-01-21,-4.6364449,101.63199,96950.412,401.32226,104.1574,1,999.02967,False
2010-02-04,-3.8480179,105.93839,96665.49,404.54255,131.15908,1,538.14792,False
2010-02-18,4.0757232,269.59821,95823.263,398.21031,172.70323,1,560.65429,True
2010-03-04,-1.7284167,154.25625,97549.771,397.17656,210.11849,1,1715.0831,False
2010-03-18,9.8194286,478.5067,96858.018,400.37154,295.29995,1,1698.2096,True
2010-04-01,6.6654449,370.22545,97558.369,398.72546,282.46058,1,2181.5607,True
2010-04-15,8.485753,489.43036,97503.961,399.93652,419.80514,1,810.35498,True
2010-04-29,11.921615,492.41235,96690.707,397.21392,323.04138,1,2258.768,True
2010-05-13,11.646265,385.70491,97261.257,390.47071,287.05201,1,3301.5192,True
2010-05-27,14.659717,551.2878,96983.204,395.55085,366.64986,1,5936.4153,True
2010-06-10,15.845272,744.26488,97194.777,408.64694,485.86522,1,338.06556,True
2010-06-24,20.019811,1145.9875,97596.317,409.61396,601.38306,1,1607.836,True
2010-07-08,22.362586,1357.4854,97533.719,418.46908,532.24659,1,1557.6114,True
2010-07-22,17.754759,691.37321,97150.859,403.70196,374.5228,1,6903.0633,True
2010-08-05,17.479003,539.97351,97106.043,405.89595,298.86651,1,5594.5664,True
2010-08-19,16.441488,645.47024,97098.603,394.49892,342.0738,1,6074.1506,True
2010-09-02,12.910372,440.88899,97499.083,395.58779,285.53846,1,1808.575,True
2010-09-16,11.692298,399.19062,96999.472,394.54496,231.4929,1,8302.8082,True
2010-09-30,9.1335432,335.36473,97407.314,405.26661,246.22098,1,27.754524,True
2010-10-14,5.2275908,246.95685,97185.301,398.14997,155.73344,1,566.19718,True
2010-10-28,8.0892202,339.70565,96430.126,401.76137,110.63793,1,1776.207,True
2010-11-11,6.0229851,213.48616,96335.22,400.89999,61.619469,1,4640.671,True
2010-11-25,-4.4589524,83.870833,96308.356,417.82223,71.502689,1,2446.809,False
2010-12-09,-3.4620491,77.795982,96490.856,409.46515,41.242036,1,3418.4832,False
2010-12-23,-4.39375,73.198214,97205.573,413.52588,57.043515,1,1659.0982,False
2011-01-06,4.7550893,192.90774,97153.214,397.54028,70.937979,1,2331.3256,True
2011-01-20,-3.4071131,89.745238,97689.137,407.12238,104.05854,1,1032.3886,False
2011-02-03,3.080625,261.44063,97208.348,400.2604,124.37528,1,871.48045,True
2011-02-17,-4.236369,145.08214,97738.423,411.61699,215.3275,1,61.046944,False
2011-03-03,3.1904613,287.45804,97649.504,412.251,255.52894,1,305.305,True
2011-03-17,3.6579018,249.11295,97817.515,413.62604,295.26125,1,1393.3139,True
2011-03-31,10.857158,527.40432,97531.548,404.93138,325.01553,1,2753.1832,True
2011-04-14,10.297009,573.04077,97521.682,418.55756,393.55841,1,1026.8724,True
2011-04-28,10.558244,667.07292,97561.016,409.98309,515.10437,1,693.7572,True
2011-05-12,14.907068,755.57098,97653.333,409.46661,496.57899,1,1059.695,True
2011-05-26,17.288915,1005.2016,97272.902,403.83209,541.83398,1,1497.2838,True
2011-06-09,19.348033,1020.6296,97172.113,405.25626,464.14734,1,1596.744,True
2011-06-23,14.873701,519.81354,97378.854,401.92581,415.48012,1,5076.816,True
2011-07-07,17.767068,657.4247,96949.152,408.73191,499.91048,1,5895.8562,True
2011-07-21,14.699449,383.77113,97045.074,401.73829,351.32874,1,6308.5854,True
2011-08-04,17.021935,449.80893,97079.509,410.96386,352.48176,1,3065.9037,True
2011-08-18,17.755551,584.42455,97367.708,418.30976,422.12002,1,2301.0045,True
2011-09-01,16.245298,493.78661,97108.884,389.94526,346.50854,1,2545.4896,True
2011-09-15,12.678006,306.87679,97688.914,407.32437,298.69813,1,2307.6384,True
2011-09-29,12.311875,354.84018,97575.67,405.5317,233.63692,1,2852.7778,True
2011-10-13,5.5293899,206.24435,97859.122,404.21415,200.30379,1,427.42019,True
2011-10-27,7.6058631,182.76771,97474.628,423.77002,173.09511,1,94.331789,True
2011-11-10,1.4504613,83.906845,98115.327,418.79708,107.94663,1,22.202323,True
2011-11-24,4.4082738,183.24554,97193.408,402.19053,81.403468,1,1670.8621,True
2011-12-08,2.3621429,144.38943,96367.917,397.58948,47.918507,1,2070.4942,True
2011-12-22,4.5066964,117.54018,97434.945,399.48788,47.070571,1,1287.7806,True
2012-01-05,1.480744,82.035417,97402.485,397.74595,46.314588,1,3280.5895,True
2012-01-19,-2.7094196,63.545536,97496.324,406.82046,99.824968,1,2803.1763,False
2012-02-02,-11.794979,50.092411,98322.232,412.95015,141.84286,1,499.32862,False
2012-02-16,2.801064,102.71622,97629.643,400.34208,125.13862,1,2142.6616,True
2012-03-01,3.5443155,145.95863,98153.095,403.39367,163.08282,1,738.28475,True
2012-03-15,7.2622173,388.88155,98271.815,410.88968,384.22268,1,149.87606,True
2012-03-29,4.7415327,226.3372,96460.536,402.93564,225.56751,1,832.66142,True
2012-04-12,6.5749702,303.73973,96076.935,403.2513,372.18098,1,1626.4287,True
2012-04-26,14.669345,657.15997,96975.03,415.67423,445.9152,1,721.30264,True
2012-05-10,13.150655,697.75104,97355.565,408.58559,510.7744,1,1891.102,True
2012-05-24,12.768021,497.39673,97279.732,405.47082,467.40253,1,2818.6988,True
2012-06-07,16.010342,553.5317,97075.491,410.63701,440.20179,1,2967.2767,True
2012-06-21,17.599107,589.70432,97358.259,402.11041,447.14523,1,3859.4633,True
2012-07-05,16.501979,479.56964,97079.792,393.87079,449.38176,1,4747.8156,True
2012-07-19,18.061427,752.95551,97434.226,417.37317,491.09762,1,354.65385,True
2012-08-02,16.237054,630.34985,97516.235,411.80445,443.09568,1,360.44693,True
2012-08-16,19.016771,885.42128,97438.452,414.08798,423.41762,1,2588.6124,True
2012-08-30,15.299658,454.2442,97673.512,414.01208,278.78499,1,2396.1628,True
2012-09-13,11.860595,409.21116,97049.94,407.18146,310.45925,1,1143.237,True
2012-09-27,10.346533,329.5817,97191.622,402.17871,224.39156,1,1581.5463,True
2012-10-11,8.8820089,272.48765,97191.339,414.40429,194.5998,1,233.11839,True
2012-10-25,3.8855506,111.29911,96350.372,400.74946,88.161226,1,2086.9665,True
2012-11-08,3.464003,95.981548,97536.738,418.9557,96.875025,1,876.96107,True
2012-11-22,1.9152083,92.620387,96572.708,411.01378,48.254898,1,3391.4804,True
2012-12-06,-2.2219196,47.733036,96794.092,413.70014,56.678194,1,2020.0829,False
2012-12-20,3.7247024,160.09256,96967.5,408.36751,52.468466,1,2880.9371,True
2013-01-03,0.67677083,37.465476,97389.762,407.11359,39.291068,1,5517.5968,True
2013-01-17,-4.8394792,52.750893,96470.268,412.47019,62.123045,1,1054.5296,False
2013-01-31,-1.1510268,84.654315,96422.336,406.49792,98.180291,1,1365.3773,False
2013-02-14,-2.3290476,18.317113,97504.494,416.51675,68.394801,1,1686.9153,False
2013-02-28,-0.18016369,99.774256,96710.521,409.40896,164.5388,1,843.36954,False
2013-03-14,-3.8808333,123.47961,96769.196,406.92809,294.3159,1,693.68047,False
2013-03-28,-0.4465625,106.34494,96673.214,408.53089,205.37864,1,654.9123,False
2013-04-11,11.167872,480.66637,97474.821,409.85854,371.01805,1,571.67847,True
2013-04-25,11.182098,291.14226,97396.131,408.88795,288.99778,1,2585.5607,True
2013-05-09,13.18942,463.87455,96660.908,407.35709,435.44362,1,2130.716,True
2013-05-23,9.2561905,132.79926,96607.649,398.7873,220.3001,1,16548.94,True
2013-06-06,17.204092,631.70387,97371.116,415.81364,516.96596,1,1131.5104,True
2013-06-20,15.574911,533.68095,97455.476,409.40676,426.13488,1,6047.4437,True
2013-07-04,16.514702,528.9878,98016.384,437.76166,506.01736,1,5.5433271,True
2013-07-18,20.488557,991.6378,97475.193,419.10415,536.31639,1,2317.1937,True
2013-08-01,18.410759,651.80387,97517.381,424.46993,439.17036,1,3497.3334,True
2013-08-15,15.408021,606.82693,97599.583,410.73662,373.89289,1,887.25533,True
2013-08-29,14.490491,431.02143,97611.027,408.24249,304.68918,1,2224.5808,True
2013-09-12,11.726845,210.19182,97030.952,398.64901,165.85191,1,821.36122,True
2013-09-26,7.3767113,266.49241,97642.545,418.78175,271.2193,1,460.53083,True
2013-10-10,9.9211756,236.82946,97149.583,412.76563,138.05478,1,3646.571,True
2013-10-24,10.015908,364.57902,96755.685,406.17029,138.04923,1,971.27428,True
2013-11-07,3.8825446,95.755804,97333.259,418.99435,76.796149,1,1091.7475,True
2013-11-21,0.8968006,49.661161,97690.402,411.53956,53.053023,1,1215.6694,True
2013-12-05,2.8012202,144.35045,97982.411,415.58855,74.128451,1,1974.9696,True
2013-12-19,4.6885268,220.06979,96922.202,409.88508,62.505767,1,383.02588,True
2014-01-02,4.581503,188.56622,96872.634,409.86352,70.923818,1,1010.2665,True
2014-01-16,-2.1351637,40.247768,96479.717,421.7361,55.008142,1,233.09563,False
2014-01-30,2.2466071,193.37515,96302.098,412.24739,141.77212,1,155.42517,True
2014-02-13,4.300253,241.46905,96888.304,413.65215,188.03741,1,516.244,True
2014-02-27,3.4511012,210.2119,97417.545,425.38264,243.47191,1,11.102386,True
2014-03-13,7.261628,342.70119,97031.205,409.49627,225.26295,1,1881.7057,True
2014-03-27,9.3142708,377.41176,97153.318,420.75031,340.03858,1,172.08425,True
2014-04-10,7.8870982,287.06205,97249.003,418.7274,348.49441,1,1065.8101,True
2014-04-24,9.9969048,300.68646,97050.015,426.06984,355.08504,1,1703.2471,True
2014-05-08,11.471042,403.87321,97201.101,406.50096,395.48536,1,2308.8223,True
2014-05-22,13.708006,424.71949,97204.955,424.06269,451.19366,1,5646.8603,True
2014-06-05,17.75997,903.47545,97626.607,416.58372,559.07404,1,266.31071,True
2014-06-19,13.411443,390.57857,97256.31,429.01216,399.13584,1,2127.9712,True
2014-07-03,18.063095,627.49018,97036.19,442.36718,463.3673,1,3165.6785,True
2014-07-17,19.830893,694.28259,97185.67,475.92913,450.16364,1,3076.0421,True
2014-07-31,18.282634,568.35461,97110.655,454.44491,414.55971,1,1551.6847,True
2014-08-14,13.373613,428.38036,97047.44,431.30506,356.91963,1,887.65126,True
2014-08-28,14.882247,307.31726,97443.661,449.69178,262.48933,1,443.75935,True
2014-09-11,13.922426,220.53631,97317.946,422.47866,220.27674,1,5553.0316,True
2014-09-25,12.150625,244.49048,97819.807,427.07316,233.12919,1,732.39822,True
2014-10-09,13.115685,269.89509,96967.812,423.141,175.40256,1,2369.723,True
2014-10-23,8.2648661,189.19018,97471.801,425.60074,148.96913,1,299.70807,True
2014-11-06,6.4930506,86.570685,96736.875,435.79882,82.055266,1,621.71125,True
2014-11-20,1.1383333,68.871875,97614.152,424.09007,57.698525,1,72.163769,True
2014-12-04,2.6788244,87.16131,97153.616,425.48444,43.189532,1,1026.9462,True
2014-12-18,1.643869,106.08795,97470.164,411.70818,40.869378,1,1875.9932,True
