date,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_CUT_REF,GPP_DT_CUT_REF,fAPAR_MODIS,LAI_MODIS,TA_F,VPD_F,PA_F,P_F,CO2_F_MDS,P,AI,f0,A0,A0sum,VPD,chi_gst,Gsl,CO2_pa,LAImax,fAPARmax,m0,LAIpre
06/08/2004,-1.15156,1.575,0,2.4801,0.6989648,2.540573,18.821,8.567,97.309,0,382.2609344,812.225,1.094517,0.540873739,8.801700158,1439.64537,3.576195364,0.762200173,283,0.037197429,3.180903279,0.796166468,0.586672916,(4.661750807668298+0j)
07/08/2004,0.549069,2.1295,0.488989,3.3882,0.6919784,2.49705,18.482,8.625,97.401,0,382.2609344,812.225,1.094517,0.540873739,8.619458422,1439.64537,3.576195364,0.762200173,283,0.037232597,3.180903279,0.796166468,0.586672916,(4.532378959594779+0j)
08/08/2004,0.0216646,2.34061,0.0469553,3.93048,0.6840821,2.448924,19.138,10.93,97.268,0,382.2609344,812.225,1.094517,0.540873739,8.46768079,1439.64537,3.576195364,0.762200173,283,0.037181757,3.180903279,0.796166468,0.586672916,(4.423837158169425+0j)
09/08/2004,1.18002,2.79842,1.35207,4.11713,0.6747416,2.391798,18.88,10.306,97.322,0,382.2609344,812.225,1.094517,0.540873739,8.449533526,1439.64537,3.576195364,0.762200173,283,0.037202399,3.180903279,0.796166468,0.586672916,(4.4108093346564194+0j)
10/08/2004,2.21685,3.28704,2.05688,4.14012,0.6647949,2.330641,19.733,11.319,97.38,0,382.2609344,812.225,1.094517,0.540873739,8.553977845,1439.64537,3.576195364,0.762200173,283,0.03722457,3.180903279,0.796166468,0.586672916,(4.485642182327408+0j)
11/08/2004,4.31668,4.3043,4.20265,4.23279,0.6543101,2.264265,19.983,9.728,97.065,0,382.2609344,812.225,1.094517,0.540873739,7.624452248,1439.64537,3.576195364,0.762200173,283,0.037104158,3.180903279,0.796166468,0.586672916,(3.8060515546806437+0j)
12/08/2004,5.32574,5.02139,5.53613,4.55122,0.6462874,2.213756,21.238,10.367,96.669,0.8,382.2609344,812.225,1.094517,0.540873739,8.503517254,1439.64537,3.576195364,0.762200173,283,0.036952782,3.180903279,0.796166468,0.586672916,(4.449532225320561+0j)
13/08/2004,3.65013,4.8057,3.77937,4.39763,0.6403687,2.1733,17.242,5.048,96.37,12.4,382.2609344,812.225,1.094517,0.540873739,7.257022461,1439.64537,3.576195364,0.762200173,283,0.036838486,3.180903279,0.796166468,0.586672916,(3.527908448432216+0j)
14/08/2004,3.91309,3.18076,4.08764,2.90118,0.6368267,2.144736,16.038,3.187,96.861,0.9,382.2609344,812.225,1.094517,0.540873739,5.260338773,1439.64537,3.576195364,0.762200173,283,0.037026176,3.180903279,0.796166468,0.586672916,(1.8814652788925483+0j)
15/08/2004,7.4722,4.43105,7.47719,4.28702,0.6338964,2.119259,16.987,5.615,97.527,0,382.2609344,812.225,1.094517,0.540873739,7.943779626,1439.64537,3.576195364,0.762200173,283,0.037280762,3.180903279,0.796166468,0.586672916,(4.043143813678521+0j)
16/08/2004,8.19134,4.4884,8.3372,4.34177,0.6350575,2.118466,19.355,9.638,96.994,0,382.2609344,812.225,1.094517,0.540873739,8.286909384,1439.64537,3.576195364,0.762200173,283,0.037077017,3.180903279,0.796166468,0.586672916,(4.293570035067329+0j)
17/08/2004,6.82549,4.42076,6.77946,4.12752,0.6367562,2.123494,20.558,7.776,96.736,0.8,382.2609344,812.225,1.094517,0.540873739,7.21151575,1439.64537,3.576195364,0.762200173,283,0.036978394,3.180903279,0.796166468,0.586672916,(3.4930321437726977+0j)
18/08/2004,6.78682,5.0697,6.70101,4.78699,0.638434,2.132074,20.112,7.746,96.801,2.9,382.2609344,812.225,1.094517,0.540873739,7.02268015,1439.64537,3.576195364,0.762200173,283,0.037003241,3.180903279,0.796166468,0.586672916,(3.347236417456493+0j)
19/08/2004,5.71749,3.89346,5.56809,3.66914,0.6375287,2.129837,20.02,8.141,96.857,0.5,382.2609344,812.225,1.094517,0.540873739,3.436758156,1439.64537,3.576195364,0.762200173,283,0.037024647,3.180903279,0.796166468,0.586672916,(0.03241828045269379+0j)
20/08/2004,4.9948,5.12177,4.99087,4.9129,0.6378763,2.138098,17.449,4.94,96.773,2.5,382.2609344,812.225,1.094517,0.540873739,4.477213359,1439.64537,3.576195364,0.762200173,283,0.036992537,3.180903279,0.796166468,0.586672916,(1.1447137597076582+0j)
21/08/2004,7.11978,6.02042,6.95247,5.82229,0.636959,2.140788,15.632,4.88,96.843,1.3,382.2609344,812.225,1.094517,0.540873739,5.670732777,1439.64537,3.576195364,0.762200173,283,0.037019296,3.180903279,0.796166468,0.586672916,(2.243007442323206+0j)
22/08/2004,6.9478,6.04007,6.79018,5.8707,0.6349391,2.137264,12.75,4.001,97.771,0.3,382.2609344,812.225,1.094517,0.540873739,5.573615656,1439.64537,3.576195364,0.762200173,283,0.037374034,3.180903279,0.796166468,0.586672916,(2.158761959770143+0j)
23/08/2004,8.19446,6.1071,8.09466,5.93495,0.6344895,2.139765,13.077,5.839,97.821,0,382.2609344,812.225,1.094517,0.540873739,6.223532863,1439.64537,3.576195364,0.762200173,283,0.037393147,3.180903279,0.796166468,0.586672916,(2.708802619245154+0j)
24/08/2004,6.65438,4.53277,6.42061,4.33604,0.6316161,2.12904,16.756,5.135,97.044,2.9,382.2609344,812.225,1.094517,0.540873739,4.121870547,1439.64537,3.576195364,0.762200173,283,0.03709613,3.180903279,0.796166468,0.586672916,(0.7851406091035609+0j)
25/08/2004,7.68517,6.99275,7.59848,6.76068,0.6293057,2.118828,16.102,6.231,96.773,0,382.2609344,812.225,1.094517,0.540873739,5.742035804,1439.64537,3.576195364,0.762200173,283,0.036992537,3.180903279,0.796166468,0.586672916,(2.3043735962071645+0j)
26/08/2004,5.87914,6.61077,5.82773,6.34914,0.6279851,2.111885,14.603,3.222,96.703,7.7,382.2609344,812.225,1.094517,0.540873739,4.608803192,1439.64537,3.576195364,0.762200173,283,0.036965779,3.180903279,0.796166468,0.586672916,(1.2734788162669157+0j)
27/08/2004,7.06292,7.09254,7.10558,6.84073,0.6290953,2.122069,14.573,3.742,97.033,1.9,382.2609344,812.225,1.094517,0.540873739,4.812054137,1439.64537,3.576195364,0.762200173,283,0.037091925,3.180903279,0.796166468,0.586672916,(1.4681696808231306+0j)
28/08/2004,6.02433,6.32337,6.07623,6.04714,0.6326305,2.140594,15.821,2.839,97.028,1,382.2609344,812.225,1.094517,0.540873739,4.238845165,1439.64537,3.576195364,0.762200173,283,0.037090014,3.180903279,0.796166468,0.586672916,(0.9055313811955825+0j)
29/08/2004,7.23152,7.16329,7.28292,7.02897,0.6385,2.174124,16.509,4.699,97.198,0.7,382.2609344,812.225,1.094517,0.540873739,5.256924608,1439.64537,3.576195364,0.762200173,283,0.037154998,3.180903279,0.796166468,0.586672916,(1.8783940827909722+0j)
30/08/2004,4.69446,5.81484,4.3054,5.66587,0.6465944,2.222712,15.066,3.381,96.922,5.4,382.2609344,812.225,1.094517,0.540873739,3.848143077,1439.64537,3.576195364,0.762200173,283,0.037049494,3.180903279,0.796166468,0.586672916,(0.4948195602909793+0j)
31/08/2004,4.95755,7.36634,4.96454,7.51078,0.7064337,2.606918,13.332,4.243,97.125,0.1,382.2609344,812.225,1.094517,0.540873739,5.150884224,1439.64537,3.576195364,0.762200173,283,0.037127093,3.180903279,0.796166468,0.586672916,(1.7824482839659694+0j)
01/09/2004,6.21087,7.2798,5.61709,7.58096,0.6779418,2.381775,11.78,3.834,97.57,0,382.2609344,812.225,1.094517,0.540873739,5.236790347,1439.64537,3.576195364,0.762200173,283,0.037297199,3.180903279,0.796166468,0.586672916,(1.860259885733285+0j)
02/09/2004,6.39149,7.00925,4.84458,7.55634,0.6897277,2.444664,12.626,5.651,97.817,0,382.2609344,812.225,1.094517,0.540873739,5.68417284,1439.64537,3.576195364,0.762200173,283,0.037391618,3.180903279,0.796166468,0.586672916,(2.254605557443546+0j)
03/09/2004,6.21261,6.69854,5.46971,7.54442,0.7000259,2.497284,15.895,7.623,98.02,0,382.2609344,812.225,1.094517,0.540873739,6.058219961,1439.64537,3.576195364,0.762200173,283,0.037469217,3.180903279,0.796166468,0.586672916,(2.571816489075825+0j)
04/09/2004,4.35916,6.39119,4.13151,7.30794,0.7086096,2.538224,15.96,6.843,98.402,0,382.2609344,812.225,1.094517,0.540873739,6.053530694,1439.64537,3.576195364,0.762200173,283,0.03761524,3.180903279,0.796166468,0.586672916,(2.5679033197576864+0j)
05/09/2004,5.70199,6.1253,5.29747,7.12493,0.7128873,2.553528,15.028,6.235,98.548,0,382.2609344,812.225,1.094517,0.540873739,5.850578428,1439.64537,3.576195364,0.762200173,283,0.037671051,3.180903279,0.796166468,0.586672916,(2.3970254386409415+0j)
06/09/2004,5.88343,5.88689,5.56371,7.08099,0.7145132,2.552503,15.679,6.461,98.388,0,382.2609344,812.225,1.094517,0.540873739,5.988448331,1439.64537,3.576195364,0.762200173,283,0.037609889,3.180903279,0.796166468,0.586672916,(2.5134318445053125+0j)
07/09/2004,5.58164,5.654,5.40663,6.93886,0.7137686,2.537884,15.589,6.391,98.448,0,382.2609344,812.225,1.094517,0.540873739,5.994559864,1439.64537,3.576195364,0.762200173,283,0.037632824,3.180903279,0.796166468,0.586672916,(2.5185598083818657+0j)
08/09/2004,6.16129,5.62857,6.02335,6.89908,0.7132355,2.524674,12.512,4.504,98.603,0,382.2609344,812.225,1.094517,0.540873739,5.475373439,1439.64537,3.576195364,0.762200173,283,0.037692075,3.180903279,0.796166468,0.586672916,(2.0727362629458854+0j)
09/09/2004,6.7056,5.52346,5.27758,6.71934,0.7080543,2.489681,8.556,4.395,98.794,0,382.2609344,812.225,1.094517,0.540873739,4.943119954,1439.64537,3.576195364,0.762200173,283,0.037765087,3.180903279,0.796166468,0.586672916,(1.5911912329897173+0j)
10/09/2004,5.7025,5.82537,4.79756,6.8176,0.7028142,2.458008,12.456,8.41,98.186,0,382.2609344,812.225,1.094517,0.540873739,5.693525538,1439.64537,3.576195364,0.762200173,283,0.037532672,3.180903279,0.796166468,0.586672916,(2.262667906616607+0j)
11/09/2004,4.31596,4.60407,4.50696,5.12823,0.6978749,2.431804,18.1,8.695,97.453,1.1,382.2609344,812.225,1.094517,0.540873739,4.015276083,1439.64537,3.576195364,0.762200173,283,0.037252475,3.180903279,0.796166468,0.586672916,(0.6735706222382489+0j)
12/09/2004,4.2138,3.51633,4.40072,4.22889,0.6910662,2.390358,13.345,2.018,97.163,19.3,382.2609344,812.225,1.094517,0.540873739,2.913282853,1439.64537,3.576195364,0.762200173,283,0.037141619,3.180903279,0.796166468,0.586672916,(-6.661338147750939e-16+0j)
13/09/2004,5.58228,4.67561,5.59338,5.91875,0.6866779,2.366973,13.791,5.826,97.184,0,382.2609344,812.225,1.094517,0.540873739,4.638294555,1439.64537,3.576195364,0.762200173,283,0.037149647,3.180903279,0.796166468,0.586672916,(1.3020366065265332+0j)
14/09/2004,5.0188,4.14313,5.17226,5.53443,0.6824708,2.340879,17.526,7.045,96.905,0,382.2609344,812.225,1.094517,0.540873739,4.699328364,1439.64537,3.576195364,0.762200173,283,0.037042996,3.180903279,0.796166468,0.586672916,(1.360800251482824+0j)
15/09/2004,5.18711,4.2809,5.32998,5.79924,0.6782361,2.308952,14.995,6.561,97.162,0.1,382.2609344,812.225,1.094517,0.540873739,4.774112478,1439.64537,3.576195364,0.762200173,283,0.037141237,3.180903279,0.796166468,0.586672916,(1.4321961144542015+0j)
16/09/2004,4.22127,3.65622,4.09018,5.13249,0.6715336,2.249089,10.091,2.847,98.096,0,382.2609344,812.225,1.094517,0.540873739,3.583387796,1439.64537,3.576195364,0.762200173,283,0.037498269,3.180903279,0.796166468,0.586672916,(0.2011808912124906+0j)
17/09/2004,7.31274,4.85905,5.46223,5.82734,0.6662302,2.194989,9.016,4.352,98.33,0,382.2609344,812.225,1.094517,0.540873739,4.697568033,1439.64537,3.576195364,0.762200173,283,0.037587718,3.180903279,0.796166468,0.586672916,(1.3591116974686446+0j)
18/09/2004,6.17595,5.19786,5.78974,5.79562,0.6597949,2.127729,12.64,6.843,97.676,0,382.2609344,812.225,1.094517,0.540873739,5.159398103,1439.64537,3.576195364,0.762200173,283,0.037337719,3.180903279,0.796166468,0.586672916,(1.7901921176551934+0j)
19/09/2004,4.36735,4.44486,4.32942,5.08281,0.652438,2.050746,15.855,5.316,97.26,0.3,382.2609344,812.225,1.094517,0.540873739,4.656599009,1439.64537,3.576195364,0.762200173,283,0.037178698,3.180903279,0.796166468,0.586672916,(1.319707745284255+0j)
20/09/2004,4.37298,3.78786,4.39349,4.88355,0.6425203,1.951696,14.337,4.906,97.19,0,382.2609344,812.225,1.094517,0.540873739,4.141465904,1439.64537,3.576195364,0.762200173,283,0.03715194,3.180903279,0.796166468,0.586672916,(0.8054542851849864+0j)
21/09/2004,3.78906,3.56246,3.69378,4.39489,0.6344651,1.867867,11.93,4.402,96.663,6,382.2609344,812.225,1.094517,0.540873739,3.314129655,1439.64537,3.576195364,0.762200173,283,0.036950489,3.180903279,0.796166468,0.586672916,(1.1102230246251565e-15+0j)
22/09/2004,3.18428,3.92375,3.13281,3.99858,0.6266365,1.788913,8.477,1.52,96.64,8.2,382.2609344,812.225,1.094517,0.540873739,2.635350731,1439.64537,3.576195364,0.762200173,283,0.036941697,3.180903279,0.796166468,0.586672916,(4.440892098500626e-16+0j)
23/09/2004,2.19612,3.44712,2.17459,3.15228,0.6194269,1.718543,8.814,0.935,95.936,10.1,382.2609344,812.225,1.094517,0.540873739,1.914260026,1439.64537,3.576195364,0.762200173,283,0.036672585,3.180903279,0.796166468,0.586672916,(4.440892098500626e-16+0j)
24/09/2004,2.53228,3.39133,2.553,3.29707,0.6128716,1.642529,8.994,1.364,96.322,5.9,382.2609344,812.225,1.094517,0.540873739,2.159418468,1439.64537,3.576195364,0.762200173,283,0.036820138,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
25/09/2004,2.95153,3.78815,2.97386,3.7673,0.6086785,1.597686,9.987,1.175,97.013,8.4,382.2609344,812.225,1.094517,0.540873739,2.643433857,1439.64537,3.576195364,0.762200173,283,0.03708428,3.180903279,0.796166468,0.586672916,(-1.9984014443252818e-15+0j)
26/09/2004,1.7743,2.42437,1.79085,2.44126,0.6057083,1.55944,8.322,0.74,97.525,1.2,382.2609344,812.225,1.094517,0.540873739,1.282054017,1439.64537,3.576195364,0.762200173,283,0.037279998,3.180903279,0.796166468,0.586672916,(1.1102230246251565e-16+0j)
27/09/2004,3.57982,3.29144,3.57362,3.2983,0.6041522,1.526819,10.904,1.482,97.491,0.2,382.2609344,812.225,1.094517,0.540873739,2.160070246,1439.64537,3.576195364,0.762200173,283,0.037267001,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
28/09/2004,3.89145,3.41396,3.93518,3.44442,0.6018518,1.482019,12.47,1.852,97.397,0.8,382.2609344,812.225,1.094517,0.540873739,2.452313281,1439.64537,3.576195364,0.762200173,283,0.037231068,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
29/09/2004,3.46431,3.22534,3.50784,3.31287,0.6041468,1.466454,12.469,1.989,97.002,7.7,382.2609344,812.225,1.094517,0.540873739,2.45615301,1439.64537,3.576195364,0.762200173,283,0.037080075,3.180903279,0.796166468,0.586672916,(-6.661338147750939e-16+0j)
30/09/2004,3.82404,3.88248,3.86308,4.0516,0.6657156,2.315219,8.645,1.643,97.552,2.3,382.2609344,812.225,1.094517,0.540873739,2.767474607,1439.64537,3.576195364,0.762200173,283,0.037290319,3.180903279,0.796166468,0.586672916,(-6.661338147750939e-16+0j)
01/10/2004,5.00249,4.07262,5.07298,4.29351,0.5927646,1.417198,7.285,2.312,97.834,0,382.2609344,812.225,1.094517,0.540873739,3.276623241,1439.64537,3.576195364,0.762200173,283,0.037398116,3.180903279,0.796166468,0.586672916,(1.7763568394002505e-15+0j)
02/10/2004,3.34034,2.76273,3.31234,3.05593,0.5984506,1.407472,9.249,1.098,97.659,2.3,382.2609344,812.225,1.094517,0.540873739,2.453420415,1439.64537,3.576195364,0.762200173,283,0.037331221,3.180903279,0.796166468,0.586672916,(4.440892098500626e-16+0j)
03/10/2004,4.65725,3.62304,4.55022,3.89348,0.6039668,1.393666,10.517,2.51,97.947,0,382.2609344,812.225,1.094517,0.540873739,3.471603763,1439.64537,3.576195364,0.762200173,283,0.037441312,3.180903279,0.796166468,0.586672916,(0.07294836063554433+0j)
04/10/2004,4.83476,3.98367,4.9368,4.2425,0.609169,1.380757,12.547,5.079,97.631,0,382.2609344,812.225,1.094517,0.540873739,3.740574677,1439.64537,3.576195364,0.762200173,283,0.037320517,3.180903279,0.796166468,0.586672916,(0.37714173466377465+0j)
05/10/2004,4.52075,3.94049,4.61921,4.18879,0.613551,1.368822,19.209,9.38,97.265,0,382.2609344,812.225,1.094517,0.540873739,4.219033468,1439.64537,3.576195364,0.762200173,283,0.03718061,3.180903279,0.796166468,0.586672916,(0.8852865926885536+0j)
06/10/2004,4.35017,3.38867,4.41034,3.56229,0.615234,1.348156,16.452,5.129,97.279,3.3,382.2609344,812.225,1.094517,0.540873739,2.874178066,1439.64537,3.576195364,0.762200173,283,0.037185961,3.180903279,0.796166468,0.586672916,(1.9984014443252818e-15+0j)
07/10/2004,4.92897,3.81342,5.11463,3.89096,0.6163319,1.339082,10.187,2.586,97.547,2.3,382.2609344,812.225,1.094517,0.540873739,3.277048925,1439.64537,3.576195364,0.762200173,283,0.037288407,3.180903279,0.796166468,0.586672916,(-9.325873406851315e-15+0j)
08/10/2004,2.59569,1.89228,2.67222,1.86852,0.6160639,1.330493,6.937,0.82,97.368,2.3,382.2609344,812.225,1.094517,0.540873739,1.670721477,1439.64537,3.576195364,0.762200173,283,0.037219983,3.180903279,0.796166468,0.586672916,(1.1102230246251565e-16+0j)
09/10/2004,3.31632,2.16635,3.35321,2.1987,0.6145256,1.322253,6.24,1.118,97.466,0,382.2609344,812.225,1.094517,0.540873739,2.552162251,1439.64537,3.576195364,0.762200173,283,0.037257444,3.180903279,0.796166468,0.586672916,0j
10/10/2004,3.19742,2.00612,3.24223,2.31743,0.6140221,1.316084,2.904,1.052,97.529,0,382.2609344,812.225,1.094517,0.540873739,2.558260002,1439.64537,3.576195364,0.762200173,283,0.037281527,3.180903279,0.796166468,0.586672916,(-1.1102230246251565e-15+0j)
11/10/2004,2.79823,1.85665,2.8541,2.28549,0.6099277,1.308149,2.84,2.044,98.184,0,382.2609344,812.225,1.094517,0.540873739,2.628411332,1439.64537,3.576195364,0.762200173,283,0.037531908,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
12/10/2004,2.89304,2.16564,2.891,2.61528,0.6054954,1.299042,4.057,3.422,98.404,0,382.2609344,812.225,1.094517,0.540873739,3.094346921,1439.64537,3.576195364,0.762200173,283,0.037616005,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
13/10/2004,3.15446,1.9909,3.14734,2.29181,0.6010437,1.289349,7.152,3.222,97.807,0,382.2609344,812.225,1.094517,0.540873739,3.312239588,1439.64537,3.576195364,0.762200173,283,0.037387795,3.180903279,0.796166468,0.586672916,(-3.552713678800501e-15+0j)
14/10/2004,3.10183,2.4164,3.08781,2.51395,0.5946976,1.269144,5.661,1.962,96.94,0,382.2609344,812.225,1.094517,0.540873739,3.325166509,1439.64537,3.576195364,0.762200173,283,0.037056375,3.180903279,0.796166468,0.586672916,(-8.659739592076221e-15+0j)
15/10/2004,2.00569,1.39342,2.01652,1.39438,0.5916364,1.258666,6.061,1.011,96.194,2.8,382.2609344,812.225,1.094517,0.540873739,1.608599346,1439.64537,3.576195364,0.762200173,283,0.036771208,3.180903279,0.796166468,0.586672916,(1.1102230246251565e-16+0j)
16/10/2004,1.85796,1.4856,1.85625,1.55443,0.5895987,1.248499,6.479,0.901,95.977,5.1,382.2609344,812.225,1.094517,0.540873739,1.808905166,1439.64537,3.576195364,0.762200173,283,0.036688258,3.180903279,0.796166468,0.586672916,(-4.440892098500626e-16+0j)
17/10/2004,2.66504,1.98087,2.64068,2.09712,0.5886252,1.238722,6.168,2.004,95.932,0,382.2609344,812.225,1.094517,0.540873739,2.357081314,1439.64537,3.576195364,0.762200173,283,0.036671056,3.180903279,0.796166468,0.586672916,0j
18/10/2004,2.78711,1.98346,2.76754,2.07294,0.5862021,1.222479,8.088,2.614,96.277,0.3,382.2609344,812.225,1.094517,0.540873739,2.502975118,1439.64537,3.576195364,0.762200173,283,0.036802936,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
19/10/2004,3.21194,2.68011,3.2224,2.72398,0.5843029,1.204305,6.118,2.33,96.985,0,382.2609344,812.225,1.094517,0.540873739,3.618937579,1439.64537,3.576195364,0.762200173,283,0.037073577,3.180903279,0.796166468,0.586672916,(0.24140994004698513+0j)
20/10/2004,2.97796,2.77888,2.94996,2.71426,0.5807884,1.179981,6.916,2.706,96.934,2.3,382.2609344,812.225,1.094517,0.540873739,3.315836402,1439.64537,3.576195364,0.762200173,283,0.037054081,3.180903279,0.796166468,0.586672916,(-6.661338147750939e-15+0j)
21/10/2004,2.96336,2.88456,2.91385,2.77329,0.5750241,1.148765,13.357,3.7,96.859,0.8,382.2609344,812.225,1.094517,0.540873739,4.277280192,1439.64537,3.576195364,0.762200173,283,0.037025412,3.180903279,0.796166468,0.586672916,(0.9446416003149856+0j)
22/10/2004,3.14737,2.95344,3.07445,2.85023,0.5636746,1.096282,8.915,3.406,97.565,0,382.2609344,812.225,1.094517,0.540873739,4.135872068,1439.64537,3.576195364,0.762200173,283,0.037295288,3.180903279,0.796166468,0.586672916,(0.7996614880771742+0j)
23/10/2004,3.33178,2.85036,3.27499,2.77327,0.5530461,1.05279,15.026,6.353,97.156,0,382.2609344,812.225,1.094517,0.540873739,4.164380329,1439.64537,3.576195364,0.762200173,283,0.037138943,3.180903279,0.796166468,0.586672916,(0.8291332382506826+0j)
24/10/2004,3.23171,2.86057,3.17609,2.83767,0.5405256,1.006001,16.55,8.215,96.952,0,382.2609344,812.225,1.094517,0.540873739,4.407500494,1439.64537,3.576195364,0.762200173,283,0.037060962,3.180903279,0.796166468,0.586672916,(1.075578162033014+0j)
25/10/2004,1.41429,1.99022,1.41238,2.01573,0.5270816,0.95935,15.671,6.215,96.864,0,382.2609344,812.225,1.094517,0.540873739,2.932506821,1439.64537,3.576195364,0.762200173,283,0.037027323,3.180903279,0.796166468,0.586672916,(1.7763568394002505e-15+0j)
26/10/2004,0.134408,0.419466,0.110855,0.45481,0.5114363,0.9082894,9.301,0.777,96.98,7.7,382.2609344,812.225,1.094517,0.540873739,0.440487935,1439.64537,3.576195364,0.762200173,283,0.037071665,3.180903279,0.796166468,0.586672916,0j
27/10/2004,1.53497,1.57869,1.42733,1.62074,0.497187,0.8665444,7.457,0.629,96.824,4.5,382.2609344,812.225,1.094517,0.540873739,1.875536986,1439.64537,3.576195364,0.762200173,283,0.037012033,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
28/10/2004,1.36213,2.00106,1.31149,1.96439,0.4834653,0.8283919,9.232,0.555,96.238,0.2,382.2609344,812.225,1.094517,0.540873739,1.859890979,1439.64537,3.576195364,0.762200173,283,0.036788028,3.180903279,0.796166468,0.586672916,(-2.220446049250313e-16+0j)
29/10/2004,1.86638,2.68734,1.81268,2.61399,0.4701838,0.7936756,10.844,1.872,96.072,0,382.2609344,812.225,1.094517,0.540873739,2.732285778,1439.64537,3.576195364,0.762200173,283,0.036724572,3.180903279,0.796166468,0.586672916,(-4.440892098500626e-16+0j)
30/10/2004,0.96318,2.2501,0.948678,2.16105,0.4525829,0.7499181,10.559,0.755,96.292,7.1,382.2609344,812.225,1.094517,0.540873739,1.727095872,1439.64537,3.576195364,0.762200173,283,0.03680867,3.180903279,0.796166468,0.586672916,(-4.440892098500626e-16+0j)
31/10/2004,1.61241,2.67365,1.7753,2.58696,0.589177,1.430483,9.551,1.101,97.408,0,382.2609344,812.225,1.094517,0.540873739,2.182623868,1439.64537,3.576195364,0.762200173,283,0.037235273,3.180903279,0.796166468,0.586672916,(-6.661338147750939e-16+0j)
01/11/2004,1.02986,1.92041,0.928262,1.83178,0.3254904,0.4884412,7.446,0.774,97.797,0,382.2609344,812.225,1.094517,0.540873739,1.236327462,1439.64537,3.576195364,0.762200173,283,0.037383973,3.180903279,0.796166468,0.586672916,(-1.1102230246251565e-16+0j)
02/11/2004,0.698459,1.29546,0.63936,1.21812,0.3216558,0.4808556,6.639,0.697,97.892,1,382.2609344,812.225,1.094517,0.540873739,0.681643245,1439.64537,3.576195364,0.762200173,283,0.037420287,3.180903279,0.796166468,0.586672916,(-1.1102230246251565e-16+0j)
03/11/2004,1.65074,2.42095,1.60319,2.35843,0.3113324,0.4566887,7.006,1.053,97.752,0,382.2609344,812.225,1.094517,0.540873739,2.359316806,1439.64537,3.576195364,0.762200173,283,0.037366771,3.180903279,0.796166468,0.586672916,(-4.440892098500626e-16+0j)
04/11/2004,1.10797,1.88692,1.10986,1.8242,0.3016865,0.4399194,8.897,1.071,97.625,0,382.2609344,812.225,1.094517,0.540873739,1.912275441,1439.64537,3.576195364,0.762200173,283,0.037318224,3.180903279,0.796166468,0.586672916,(-4.440892098500626e-16+0j)
05/11/2004,0.401904,1.51749,0.434763,1.45315,0.2902148,0.4205319,8.248,1.596,97.754,1.5,382.2609344,812.225,1.094517,0.540873739,1.286952617,1439.64537,3.576195364,0.762200173,283,0.037367535,3.180903279,0.796166468,0.586672916,0j
06/11/2004,0.497107,1.28337,0.44394,1.21932,0.278026,0.4002269,4.352,1.037,97.429,5.6,382.2609344,812.225,1.094517,0.540873739,0.921631622,1439.64537,3.576195364,0.762200173,283,0.037243301,3.180903279,0.796166468,0.586672916,(1.1102230246251565e-16+0j)
07/11/2004,0.692156,1.25057,0.649452,1.19386,0.2648531,0.3751237,3.089,0.454,97.291,10.6,382.2609344,812.225,1.094517,0.540873739,0.96432661,1439.64537,3.576195364,0.762200173,283,0.037190549,3.180903279,0.796166468,0.586672916,(-1.1102230246251565e-16+0j)
08/11/2004,0.823514,0.996319,0.759016,0.944238,0.2538319,0.358025,1.685,0.254,97.495,1.4,382.2609344,812.225,1.094517,0.540873739,0.713481543,1439.64537,3.576195364,0.762200173,283,0.03726853,3.180903279,0.796166468,0.586672916,(-5.551115123125783e-17+0j)
09/11/2004,0.393418,0.390878,0.378979,0.360578,0.2441951,0.3423506,0.433,0.165,96.446,23,382.2609344,812.225,1.094517,0.540873739,0.205069456,1439.64537,3.576195364,0.762200173,283,0.036867538,3.180903279,0.796166468,0.586672916,(1.3877787807814457e-17+0j)
10/11/2004,0.75036,1.33261,0.70899,1.29956,0.2358484,0.3280612,0.661,0.77,96.752,0.1,382.2609344,812.225,1.094517,0.540873739,1.251315779,1439.64537,3.576195364,0.762200173,283,0.03698451,3.180903279,0.796166468,0.586672916,0j
11/11/2004,0.196419,1.14226,0.138517,1.11077,0.2270519,0.31379,0.044,0.241,97.473,0,382.2609344,812.225,1.094517,0.540873739,1.289597514,1439.64537,3.576195364,0.762200173,283,0.03726012,3.180903279,0.796166468,0.586672916,(-3.3306690738754696e-16+0j)
12/11/2004,0.361907,0.8222,0.2958,0.787126,0.222529,0.3048894,1.824,0.3,97.541,0,382.2609344,812.225,1.094517,0.540873739,1.093816302,1439.64537,3.576195364,0.762200173,283,0.037286114,3.180903279,0.796166468,0.586672916,(-1.1102230246251565e-16+0j)
