time,daily_gpp,daily_A0
2004-03-20,36.168665,0.26018239
2004-03-21,42.472549,0.30552992
2004-03-22,49.562096,0.35652918
2004-03-23,41.443042,0.29812408
2004-03-24,10.527074,0.075727411
2004-03-25,16.550614,0.11905826
2004-03-26,24.34546,0.17513116
2004-03-27,26.110493,0.18782807
2004-03-28,39.384887,0.28331856
2004-03-29,55.097235,0.39634668
2004-03-30,63.507908,0.45684958
2004-03-31,65.877029,0.47389206
2004-04-01,61.435082,0.44193853
2004-04-02,79.365357,0.5709215
2004-04-03,74.997673,0.53950219
2004-04-04,67.61232,0.48637502
2004-04-05,64.324425,0.46272327
2004-04-06,47.622695,0.34257794
2004-04-07,57.56893,0.41412703
2004-04-08,49.29911,0.35463737
2004-04-09,39.848262,0.28665189
2004-04-10,56.926137,0.40950304
2004-04-11,60.882217,0.43796145
2004-04-12,63.692404,0.45817677
2004-04-13,32.308235,0.23241206
2004-04-14,79.939915,0.57505463
2004-04-15,93.398561,0.67187055
2004-04-16,89.070974,0.64073968
2004-04-17,84.925112,0.61091607
2004-04-18,89.582699,0.64442082
2004-04-19,26.041023,0.18732833
2004-04-20,72.991972,0.52507401
2004-04-21,91.165216,0.6558048
2004-04-22,100.66473,0.72414038
2004-04-23,80.399709,0.5783622
2004-04-24,29.709646,0.21371889
2004-04-25,59.927863,0.43109622
2004-04-26,62.50789,0.44965586
2004-04-27,74.199933,0.53376358
2004-04-28,97.785284,0.70342682
2004-04-29,103.94637,0.74774714
2004-04-30,102.24629,0.73551746
2004-05-01,88.631859,0.63758088
2004-05-02,33.508018,0.2410428
2004-05-03,101.66734,0.73135269
2004-05-04,81.004565,0.58271328
2004-05-05,77.914288,0.56048311
2004-05-06,42.468986,0.30550429
2004-05-07,47.175391,0.33936022
2004-05-08,70.589602,0.50779236
2004-05-09,57.192027,0.41141575
2004-05-10,56.67258,0.40767906
2004-05-11,80.565354,0.57955378
2004-05-12,43.474351,0.31273647
2004-05-13,30.039052,0.2160885
2004-05-14,69.877282,0.50266822
2004-05-15,55.275537,0.39762931
2004-05-16,67.979028,0.48901297
2004-05-17,62.027605,0.44620089
2004-05-18,76.331965,0.54910054
2004-05-19,87.765521,0.6313488
2004-05-20,80.311142,0.57772508
2004-05-21,45.186379,0.32505209
2004-05-22,61.060411,0.4392433
2004-05-23,42.598217,0.30643393
2004-05-24,63.131624,0.45414275
2004-05-25,64.455141,0.46366358
2004-05-26,45.379412,0.32644069
2004-05-27,73.279181,0.52714007
2004-05-28,80.724214,0.58069655
2004-05-29,89.23086,0.64188984
2004-05-30,98.392502,0.7077949
2004-05-31,99.356213,0.71472743
2004-06-01,49.341957,0.35494559
2004-06-02,36.716561,0.26412373
2004-06-03,80.214137,0.57702727
2004-06-04,80.636821,0.58006789
2004-06-05,60.816197,0.43748653
2004-06-06,89.764185,0.64572636
2004-06-07,102.81812,0.73963099
2004-06-08,108.31143,0.77914756
2004-06-09,102.82626,0.7396895
2004-06-10,104.04072,0.74842584
2004-06-11,92.253835,0.66363587
2004-06-12,76.658022,0.55144605
2004-06-13,81.414479,0.58566203
2004-06-14,90.21658,0.6489807
2004-06-15,103.04633,0.74127261
2004-06-16,80.871981,0.58175952
2004-06-17,98.999628,0.71216231
2004-06-18,89.909978,0.64677514
2004-06-19,75.689448,0.54447853
2004-06-20,82.362017,0.59247823
2004-06-21,83.932068,0.60377253
2004-06-22,88.700618,0.6380755
2004-06-23,90.416429,0.65041833
2004-06-24,90.29516,0.64954597
2004-06-25,79.620337,0.57275572
2004-06-26,87.249857,0.62763932
2004-06-27,90.804088,0.65320699
2004-06-28,79.446528,0.57150541
2004-06-29,69.449238,0.49958905
2004-06-30,70.164696,0.50473576
2004-07-01,69.648065,0.50101932
2004-07-02,76.236913,0.54841677
2004-07-03,79.757032,0.57373904
2004-07-04,89.019369,0.64036846
2004-07-05,88.020999,0.6331866
2004-07-06,87.177883,0.62712157
2004-07-07,95.198216,0.68481653
2004-07-08,104.40413,0.75104004
2004-07-09,80.851112,0.5816094
2004-07-10,82.540809,0.59376438
2004-07-11,84.118985,0.60511713
2004-07-12,69.719574,0.50153373
2004-07-13,47.778482,0.34369861
2004-07-14,76.680395,0.55160699
2004-07-15,57.986631,0.4171318
2004-07-16,80.312925,0.57773791
2004-07-17,95.17182,0.68462665
2004-07-18,95.869015,0.68964198
2004-07-19,91.289968,0.65670221
2004-07-20,95.39682,0.6862452
2004-07-21,101.68322,0.73146695
2004-07-22,45.832485,0.32969991
2004-07-23,95.075516,0.68393387
2004-07-24,55.976385,0.40267092
2004-07-25,90.517158,0.65114293
2004-07-26,59.704924,0.42949249
2004-07-27,60.433103,0.4347307
2004-07-28,84.614387,0.60868084
2004-07-29,91.240005,0.65634279
2004-07-30,97.998728,0.70496225
2004-07-31,102.57703,0.73789666
2004-08-01,94.391295,0.67901187
2004-08-02,92.374034,0.66450053
2004-08-03,97.147809,0.69884109
2004-08-04,97.675372,0.70263616
2004-08-05,104.65966,0.75287821
2004-08-06,102.16086,0.73490287
2004-08-07,100.25924,0.72122346
2004-08-08,98.50896,0.70863265
2004-08-09,97.15088,0.69886318
2004-08-10,97.010278,0.69785175
2004-08-11,85.679621,0.6163437
2004-08-12,94.138696,0.67719478
2004-08-13,79.47098,0.57168131
2004-08-14,57.153515,0.41113871
2004-08-15,85.199087,0.61288694
2004-08-16,88.154718,0.63414852
2004-08-17,76.188731,0.54807017
2004-08-18,73.525666,0.52891318
2004-08-19,35.909135,0.25831544
2004-08-20,46.378053,0.3336245
2004-08-21,58.841065,0.42327824
2004-08-22,58.056992,0.41763795
2004-08-23,65.142522,0.46860831
2004-08-24,43.467177,0.31268486
2004-08-25,60.675925,0.43647747
2004-08-26,48.939621,0.35205136
2004-08-27,51.293447,0.36898381
2004-08-28,45.455588,0.32698867
2004-08-29,56.555122,0.40683412
2004-08-30,41.611946,0.2993391
2004-08-31,55.796124,0.4013742
2004-09-01,56.892035,0.40925773
2004-09-02,61.939713,0.44556863
2004-09-03,66.230506,0.47643483
2004-09-04,66.387825,0.47756651
2004-09-05,64.365026,0.46301533
2004-09-06,66.073409,0.47530473
2004-09-07,66.342486,0.47724036
2004-09-08,60.759874,0.43708136
2004-09-09,54.999168,0.39564123
2004-09-10,63.524726,0.45697056
2004-09-11,44.946644,0.32332754
2004-09-12,32.694682,0.235192
2004-09-13,52.151288,0.37515476
2004-09-14,52.950485,0.38090385
2004-09-15,53.905739,0.38777555
2004-09-16,40.552783,0.29171992
2004-09-17,53.247459,0.38304016
2004-09-18,58.601545,0.42155524
2004-09-19,52.991953,0.38120216
2004-09-20,47.219274,0.3396759
2004-09-21,37.844735,0.27223935
2004-09-22,30.143989,0.21684337
2004-09-23,21.932835,0.15777573
2004-09-24,24.772354,0.17820205
2004-09-25,30.360868,0.2184035
2004-09-26,14.746657,0.10608134
2004-09-27,24.868202,0.17889154
2004-09-28,28.262949,0.20331194
2004-09-29,28.332122,0.20380955
2004-09-30,31.947683,0.2298184
2004-10-01,37.816537,0.2720365
2004-10-02,28.317847,0.20370686
2004-10-03,40.061242,0.28818398
2004-10-04,43.166017,0.31051844
2004-10-05,48.692177,0.35027135
2004-10-06,33.183161,0.23870591
2004-10-07,37.833921,0.27216155
2004-10-08,19.296548,0.13881137
2004-10-09,29.477701,0.21205037
2004-10-10,29.553825,0.21259797
2004-10-11,30.368961,0.21846172
2004-10-12,35.758889,0.25723463
2004-10-13,38.284586,0.27540345
2004-10-14,38.440373,0.27652412
2004-10-15,18.600902,0.13380719
2004-10-16,20.919633,0.15048717
2004-10-17,27.262476,0.19611496
2004-10-18,28.952878,0.20827501
2004-10-19,41.864299,0.30115442
2004-10-20,38.363215,0.27596907
2004-10-21,49.491919,0.35602436
2004-10-22,47.860035,0.34428527
2004-10-23,48.195695,0.34669987
2004-10-24,51.429625,0.36996342
2004-10-25,34.641953,0.24919986
2004-10-26,5.2036691,0.03743304
2004-10-27,22.155494,0.15937745
2004-10-28,21.971206,0.15805175
2004-10-29,32.276357,0.23218274
2004-10-30,20.402406,0.14676646
2004-10-31,25.783571,0.18547633
2004-11-01,14.60507,0.10506282
2004-11-02,8.052512,0.057926436
2004-11-03,27.870477,0.20048867
2004-11-04,22.589846,0.162502
2004-11-05,15.202978,0.10936392
2004-11-06,10.887499,0.078320157
2004-11-07,11.391781,0.081947751
2004-11-08,8.4285661,0.060631613
2004-11-09,2.4225716,0.017426976
2004-11-10,14.781685,0.10633332
2004-11-11,15.23403,0.1095873
2004-11-12,12.921561,0.092952353
2004-11-13,12.427463,0.089398017
2004-11-14,12.620208,0.090784547
2004-11-15,16.182646,0.11641125
2004-11-16,5.0123477,0.036056753
2004-11-17,9.1749301,0.066000646
2004-11-18,7.8455623,0.056437725
2004-11-19,2.5128734,0.01807657
2004-11-20,4.1889287,0.030133418
2004-11-21,4.4283969,0.031856053
2004-11-22,7.3486629,0.052863236
2004-11-23,8.5573302,0.061557888
2004-11-24,9.337868,0.067172754
2004-11-25,14.22175,0.10230538
2004-11-26,12.242363,0.08806649
2004-11-27,4.8964125,0.035222763
2004-11-28,7.2230771,0.051959825
2004-11-29,7.2950446,0.052477529
2004-11-30,13.371121,0.096186302
2004-12-01,9.1508808,0.065827645
2004-12-02,6.9520244,0.050009984
2004-12-03,10.73168,0.077199259
2004-12-04,11.493652,0.082680573
2004-12-05,12.111107,0.087122285
2004-12-06,9.4823092,0.068211804
2004-12-07,6.8231428,0.049082863
2004-12-08,12.322714,0.088644496
2004-12-09,10.600607,0.076256375
2004-12-10,12.94648,0.093131617
2004-12-11,13.064359,0.093979589
2004-12-12,4.8280734,0.03473116
2004-12-13,9.6707027,0.069567029
2004-12-14,9.2868478,0.066805736
2004-12-15,16.37745,0.11781259
2004-12-16,15.212188,0.10943018
2004-12-17,13.85148,0.099641805
2004-12-18,5.4767947,0.039397792
2004-12-19,3.5134162,0.025274061
2004-12-20,9.0456966,0.065070994
2004-12-21,9.6302993,0.069276384
2004-12-22,7.540353,0.054242176
2004-12-23,6.8397976,0.04920267
2004-12-24,9.7657781,0.070250962
2004-12-25,11.703925,0.084193184
2004-12-26,1.6340076,0.011754374
2004-12-27,1.6833811,0.012109546
2004-12-28,8.1620917,0.058714706
2004-12-29,7.6196714,0.054812759
2004-12-30,11.14469,0.080170286
2004-12-31,8.661627,0.062308156
2005-01-01,5.49658,0.03954012
2005-01-02,9.9230674,0.071382436
2005-01-03,3.0266867,0.021772731
2005-01-04,4.0927657,0.029441661
2005-01-05,5.9923007,0.043106129
2005-01-06,9.9868093,0.071840968
2005-01-07,11.301235,0.081296401
2005-01-08,15.128392,0.10882739
2005-01-09,13.062792,0.093968315
2005-01-10,16.816442,0.12097052
2005-01-11,10.931022,0.078633246
2005-01-12,10.398317,0.074801181
2005-01-13,10.428192,0.07501609
2005-01-14,8.421289,0.060579264
2005-01-15,6.5489691,0.047110571
2005-01-16,11.278001,0.081129263
2005-01-17,14.571653,0.10482244
2005-01-18,10.631203,0.076476469
2005-01-19,9.7895334,0.070421848
2005-01-20,5.5052845,0.039602736
2005-01-21,7.579082,0.054520776
2005-01-22,9.1346903,0.065711177
2005-01-23,8.9857291,0.064639613
2005-01-24,9.0276951,0.064941498
2005-01-25,7.9881343,0.057463329
2005-01-26,6.7154373,0.048308074
2005-01-27,5.8728528,0.04224687
2005-01-28,3.9022531,0.028071192
2005-01-29,2.8836851,0.020744036
2005-01-30,4.1880207,0.030126886
2005-01-31,5.2292232,0.037616865
2005-02-01,7.0516515,0.05072666
2005-02-02,6.3062167,0.045364311
2005-02-03,8.562456,0.061594761
2005-02-04,9.1216971,0.06561771
2005-02-05,8.7324284,0.062817472
2005-02-06,11.423354,0.082174878
2005-02-07,12.877081,0.092632383
2005-02-08,13.796106,0.099243472
2005-02-09,21.602293,0.15539795
2005-02-10,21.172835,0.1523086
2005-02-11,12.285705,0.08837827
2005-02-12,13.06711,0.093999376
2005-02-13,19.019859,0.13682098
2005-02-14,8.8282345,0.063506662
2005-02-15,6.4096216,0.046108163
2005-02-16,6.6918901,0.048138685
2005-02-17,6.3184685,0.045452445
2005-02-18,10.861907,0.078136057
2005-02-19,13.283935,0.095559127
2005-02-20,21.105126,0.15182153
2005-02-21,16.744649,0.12045406
2005-02-22,5.2083812,0.037466936
2005-02-23,16.175295,0.11635837
2005-02-24,14.080708,0.10129078
2005-02-25,12.511316,0.090001221
2005-02-26,12.324383,0.088656504
2005-02-27,7.280619,0.052373757
2005-02-28,9.336534,0.067163158
2005-03-01,15.235862,0.10960048
2005-03-02,20.834122,0.14987204
2005-03-03,25.800347,0.18559701
2005-03-04,22.735663,0.16355094
2005-03-05,23.610315,0.16984282
2005-03-06,13.456874,0.096803176
2005-03-07,17.557453,0.12630105
2005-03-08,16.488024,0.11860801
2005-03-09,20.659374,0.14861497
2005-03-10,24.520522,0.17639048
2005-03-11,20.887657,0.15025715
2005-03-12,28.529654,0.20523051
2005-03-13,26.060791,0.18747054
2005-03-14,35.635147,0.25634449
2005-03-15,49.324627,0.35482093
2005-03-16,56.307893,0.40505565
2005-03-17,45.008693,0.32377389
2005-03-18,43.767909,0.31484821
2005-03-19,35.210431,0.25328926
2005-03-20,47.774807,0.34367217
2005-03-21,55.286653,0.39770928
2005-03-22,65.724782,0.47279685
2005-03-23,28.988071,0.20852817
2005-03-24,83.208724,0.59856909
2005-03-25,78.394373,0.56393664
2005-03-26,37.897629,0.27261985
2005-03-27,79.809432,0.57411599
2005-03-28,39.111514,0.28135203
2005-03-29,65.058225,0.46800192
2005-03-30,68.060038,0.48959572
2005-03-31,65.063653,0.46804096
2005-04-01,71.037888,0.51101714
2005-04-02,80.864654,0.58170682
2005-04-03,91.077417,0.6551732
2005-04-04,95.22152,0.68498417
2005-04-05,67.857979,0.48814219
2005-04-06,88.345645,0.63552197
2005-04-07,57.733096,0.41530797
2005-04-08,48.950402,0.35212891
2005-04-09,30.901335,0.2222914
2005-04-10,50.797538,0.36541644
2005-04-11,61.617695,0.44325217
2005-04-12,69.634165,0.50091933
2005-04-13,59.807776,0.43023236
2005-04-14,76.921838,0.55334383
2005-04-15,77.029726,0.55411994
2005-04-16,88.620374,0.63749825
2005-04-17,65.547918,0.47152456
2005-04-18,80.725162,0.58070337
2005-04-19,76.234838,0.54840184
2005-04-20,63.934722,0.45991991
2005-04-21,60.817629,0.43749683
2005-04-22,79.425574,0.57135468
2005-04-23,88.422348,0.63607374
2005-04-24,52.254554,0.37589762
2005-04-25,34.146564,0.24563623
2005-04-26,69.288767,0.49843468
2005-04-27,58.725986,0.42245042
2005-04-28,87.924452,0.63249208
2005-04-29,86.038614,0.61892615
2005-04-30,96.389108,0.69338331
2005-05-01,107.54955,0.77366692
2005-05-02,103.66735,0.74573999
2005-05-03,69.593021,0.50062336
2005-05-04,85.392705,0.61427975
2005-05-05,55.762753,0.40113414
2005-05-06,48.817627,0.35117378
2005-05-07,60.474595,0.43502918
2005-05-08,56.765894,0.40835032
2005-05-09,67.090091,0.48261832
2005-05-10,80.126027,0.57639344
2005-05-11,68.830587,0.49513873
2005-05-12,77.143755,0.55494021
2005-05-13,105.45663,0.75861132
2005-05-14,62.133427,0.44696214
2005-05-15,61.550561,0.44276924
2005-05-16,97.609293,0.70216081
2005-05-17,28.567288,0.20550124
2005-05-18,33.742967,0.24273293
2005-05-19,82.840741,0.59592197
2005-05-20,104.73536,0.75342279
2005-05-21,82.64931,0.5945449
2005-05-22,77.025757,0.55409138
2005-05-23,44.58327,0.32071357
2005-05-24,96.582343,0.69477337
2005-05-25,110.91718,0.79789225
2005-05-26,118.39165,0.8516605
2005-05-27,115.96751,0.83422224
2005-05-28,118.65185,0.85353225
2005-05-29,128.91071,0.92733021
2005-05-30,111.44113,0.80166134
2005-05-31,84.075778,0.60480632
2005-06-01,94.540331,0.68008398
2005-06-02,97.159349,0.69892411
2005-06-03,124.9684,0.89897087
2005-06-04,89.764618,0.64572947
2005-06-05,91.557308,0.65862534
2005-06-06,54.816944,0.39433039
2005-06-07,63.940851,0.45996399
2005-06-08,79.99897,0.57547945
2005-06-09,94.350405,0.67871773
2005-06-10,97.398291,0.70064295
2005-06-11,80.682673,0.58039773
2005-06-12,86.713229,0.62377905
2005-06-13,112.41884,0.8086946
2005-06-14,90.244427,0.64918102
2005-06-15,99.002752,0.71218479
2005-06-16,107.81668,0.77558857
2005-06-17,94.341091,0.67865072
2005-06-18,112.60346,0.81002264
2005-06-19,116.90746,0.8409838
2005-06-20,118.156,0.8499653
2005-06-21,112.83462,0.81168554
2005-06-22,100.45803,0.72265347
2005-06-23,113.27135,0.81482715
2005-06-24,111.04386,0.79880354
2005-06-25,96.216462,0.69214137
2005-06-26,83.320145,0.59937061
2005-06-27,102.51147,0.73742506
2005-06-28,100.31083,0.72159455
2005-06-29,82.449884,0.59311031
2005-06-30,56.107569,0.40361461
2005-07-01,49.830577,0.35846053
2005-07-02,64.801994,0.4661587
2005-07-03,105.51294,0.75901636
2005-07-04,114.38311,0.82282468
2005-07-05,28.777936,0.20701655
2005-07-06,89.868042,0.64647346
2005-07-07,73.898935,0.53159833
2005-07-08,43.531859,0.31315016
2005-07-09,51.917837,0.37347541
2005-07-10,87.778244,0.63144032
2005-07-11,103.02953,0.74115178
2005-07-12,105.73225,0.76059404
2005-07-13,101.23708,0.72825761
2005-07-14,97.931144,0.70447608
2005-07-15,99.218807,0.71373899
2005-07-16,96.634452,0.69514821
2005-07-17,94.23452,0.6778841
2005-07-18,105.59233,0.75958747
2005-07-19,64.478187,0.46382937
2005-07-20,83.131392,0.59801279
2005-07-21,59.073297,0.42494882
2005-07-22,42.22832,0.30377304
2005-07-23,64.557427,0.46439938
2005-07-24,90.139225,0.64842424
2005-07-25,84.814093,0.61011745
2005-07-26,90.985713,0.65451353
2005-07-27,95.95578,0.69026613
2005-07-28,92.078418,0.662374
2005-07-29,95.739688,0.68871166
2005-07-30,90.368819,0.65007585
2005-07-31,95.815892,0.68925984
2005-08-01,96.459874,0.69389237
2005-08-02,84.245203,0.60602509
2005-08-03,16.754133,0.1205223
2005-08-04,69.718137,0.50152339
2005-08-05,87.570899,0.62994877
2005-08-06,65.963611,0.47451489
2005-08-07,64.718853,0.46556061
2005-08-08,76.115132,0.54754073
2005-08-09,65.985756,0.47467419
2005-08-10,66.419064,0.47779123
2005-08-11,57.795635,0.41575786
2005-08-12,83.519602,0.60080542
2005-08-13,40.544413,0.29165971
2005-08-14,54.750991,0.39385595
2005-08-15,39.750817,0.28595091
2005-08-16,79.719637,0.57347004
2005-08-17,71.898552,0.5172084
2005-08-18,81.450339,0.58591999
2005-08-19,82.049548,0.59023046
2005-08-20,69.144979,0.49740033
2005-08-21,78.210014,0.56261044
2005-08-22,68.984664,0.4962471
2005-08-23,17.839124,0.12832727
2005-08-24,39.564246,0.2846088
2005-08-25,50.331008,0.36206042
2005-08-26,62.754409,0.45142922
2005-08-27,67.884912,0.48833594
2005-08-28,73.499963,0.52872828
2005-08-29,78.015292,0.56120969
2005-08-30,80.20426,0.57695622
2005-08-31,81.721039,0.5878673
2005-09-01,82.17588,0.59113924
2005-09-02,52.902414,0.38055805
2005-09-03,21.953518,0.15792452
2005-09-04,70.597698,0.50785059
2005-09-05,73.588138,0.52936258
2005-09-06,75.417393,0.54252148
2005-09-07,76.774028,0.55228055
2005-09-08,75.949349,0.54634815
2005-09-09,80.619652,0.57994438
2005-09-10,83.516078,0.60078006
2005-09-11,50.873315,0.36596155
2005-09-12,27.051518,0.19459741
2005-09-13,49.567274,0.35656643
2005-09-14,64.7562,0.46582927
2005-09-15,62.26648,0.44791926
2005-09-16,31.785679,0.22865301
2005-09-17,36.031968,0.25919905
2005-09-18,52.643345,0.37869442
2005-09-19,57.961011,0.4169475
2005-09-20,61.257197,0.4406589
2005-09-21,66.962737,0.48170219
2005-09-22,68.972585,0.49616021
2005-09-23,75.477471,0.54295366
2005-09-24,66.31721,0.47705853
2005-09-25,76.07176,0.54722872
2005-09-26,47.769351,0.34363292
2005-09-27,68.8131,0.49501294
2005-09-28,32.344984,0.23267641
2005-09-29,43.206185,0.3108074
2005-09-30,42.354895,0.30468357
2005-10-01,35.82593,0.2577169
2005-10-02,22.486159,0.16175611
2005-10-03,14.605117,0.10506316
2005-10-04,44.558788,0.32053746
2005-10-05,47.60201,0.34242914
2005-10-06,56.876137,0.40914337
2005-10-07,55.274865,0.39762448
2005-10-08,56.431763,0.40594673
2005-10-09,53.929677,0.38794776
2005-10-10,55.832956,0.40163916
2005-10-11,55.534788,0.39949426
2005-10-12,53.132626,0.3822141
2005-10-13,52.160729,0.37522267
2005-10-14,52.756649,0.37950947
2005-10-15,52.927749,0.3807403
2005-10-16,35.092844,0.25244338
2005-10-17,27.429495,0.19731642
2005-10-18,26.464217,0.19037262
2005-10-19,43.331287,0.31170733
2005-10-20,47.116772,0.33893854
2005-10-21,33.546383,0.24131878
2005-10-22,38.107855,0.27413212
2005-10-23,24.902123,0.17913556
2005-10-24,22.467212,0.16161981
2005-10-25,32.741266,0.2355271
2005-10-26,44.06657,0.31699665
2005-10-27,38.433629,0.27647561
2005-10-28,44.976753,0.32354413
2005-10-29,43.767772,0.31484722
2005-10-30,44.498403,0.32010308
2005-10-31,36.326986,0.26132129
2005-11-01,29.37759,0.21133021
2005-11-02,37.1216,0.26703741
2005-11-03,32.714423,0.23533401
2005-11-04,36.284265,0.26101397
2005-11-05,12.233734,0.088004412
2005-11-06,30.146515,0.21686154
2005-11-07,32.403427,0.23309683
2005-11-08,35.353279,0.25431684
2005-11-09,33.775352,0.24296589
2005-11-10,19.847707,0.14277618
2005-11-11,23.922345,0.17208744
2005-11-12,28.396511,0.20427273
2005-11-13,30.73672,0.22110723
2005-11-14,25.080639,0.18041973
2005-11-15,26.779808,0.19264284
2005-11-16,5.7919804,0.041665107
2005-11-17,8.2590966,0.059412519
2005-11-18,4.935808,0.035506158
2005-11-19,4.5222159,0.032530948
2005-11-20,2.2375816,0.016096235
2005-11-21,7.0435223,0.050668181
2005-11-22,2.7857557,0.020039572
2005-11-23,4.360136,0.031365012
2005-11-24,10.19534,0.073341051
2005-11-25,9.8139027,0.07059715
2005-11-26,13.133494,0.094476916
2005-11-27,10.109687,0.072724903
2005-11-28,9.4446014,0.06794055
2005-11-29,13.984852,0.10060123
2005-11-30,11.807921,0.084941293
2005-12-01,12.972637,0.093319775
2005-12-02,12.008639,0.086385176
2005-12-03,7.6352205,0.054924613
2005-12-04,10.943448,0.078722635
2005-12-05,12.988991,0.093437418
2005-12-06,13.099781,0.094234399
2005-12-07,8.5476072,0.061487945
2005-12-08,11.912862,0.085696195
2005-12-09,5.8844735,0.042330464
2005-12-10,10.438064,0.075087107
2005-12-11,6.3653796,0.045789904
2005-12-12,7.678889,0.055238747
2005-12-13,5.3885668,0.038763117
2005-12-14,4.4269956,0.031845973
2005-12-15,3.1451121,0.022624634
2005-12-16,3.0287751,0.021787753
2005-12-17,0.99637769,0.0071675283
2005-12-18,1.7926663,0.012895699
2005-12-19,5.8253121,0.041904882
2005-12-20,3.5802088,0.025754539
2005-12-21,5.7966573,0.041698751
2005-12-22,5.4432626,0.039156576
2005-12-23,4.6228104,0.033254583
2005-12-24,4.5303658,0.032589574
2005-12-25,7.4395955,0.053517368
2005-12-26,7.0504046,0.05071769
2005-12-27,5.3755956,0.038669808
2005-12-28,1.0810389,0.0077765461
2005-12-29,3.2791074,0.02358854
2005-12-30,5.3245526,0.038302626
2005-12-31,8.0587692,0.057971447
2006-01-01,10.124344,0.072830333
2006-01-02,6.7676245,0.048683487
2006-01-03,3.3413835,0.024036529
2006-01-04,2.5989226,0.018695573
2006-01-05,4.0840481,0.02937895
2006-01-06,4.8230837,0.034695266
2006-01-07,7.9053684,0.056867945
2006-01-08,7.7131902,0.055485495
2006-01-09,7.1499013,0.051433428
2006-01-10,9.1317618,0.065690111
2006-01-11,13.898998,0.099983632
2006-01-12,6.0162194,0.04327819
2006-01-13,13.045352,0.093842855
2006-01-14,13.467956,0.096882895
2006-01-15,11.481096,0.082590245
2006-01-16,11.258528,0.080989184
2006-01-17,12.097364,0.087023427
2006-01-18,2.0938659,0.015062404
2006-01-19,5.4188062,0.038980647
2006-01-20,8.8463537,0.063637004
2006-01-21,5.6710423,0.040795129
2006-01-22,1.2193244,0.0087713143
2006-01-23,1.3529688,0.0097326968
2006-01-24,8.1696758,0.058769264
2006-01-25,9.0625445,0.06519219
2006-01-26,8.1607066,0.058704742
2006-01-27,9.0463044,0.065075366
2006-01-28,11.884426,0.08549164
2006-01-29,15.725778,0.11312473
2006-01-30,15.817747,0.11378632
2006-01-31,8.8921422,0.063966387
2006-02-01,20.036509,0.14413434
2006-02-02,19.842318,0.14273741
2006-02-03,4.7893299,0.034452455
2006-02-04,5.052642,0.036346613
2006-02-05,8.6804968,0.062443897
2006-02-06,13.252083,0.095329997
